time,distance,kf[0].R,kf_distance[0],tune_q[0],,
1196.602,15.40200043,6.04E-05,15.14539719,1.00E-08,,14.33077597
1196.603,15.40200043,6.04E-05,15.14867783,1.00E-08,,
1196.604,15.40200043,6.04E-05,15.1519165,1.00E-08,,
1196.605,15.40200043,6.04E-05,15.15511417,1.00E-08,,
1196.606,15.40200043,6.04E-05,15.15827084,1.00E-08,,
1196.607,15.40200043,6.04E-05,15.16138649,1.00E-08,,
1196.608,15.40200043,6.04E-05,15.16446304,1.00E-08,,
1196.609,15.40200043,6.04E-05,15.16749954,1.00E-08,,
1196.61,15.40200043,6.04E-05,15.17049789,1.00E-08,,
1196.611,15.40200043,6.04E-05,15.17345715,1.00E-08,,
1196.612,15.40200043,6.04E-05,15.1763792,1.00E-08,,
1196.613,15.40200043,6.04E-05,15.17926407,1.00E-08,,
1196.614,15.40200043,6.04E-05,15.18211174,1.00E-08,,
1196.615,15.40200043,6.04E-05,15.18492317,1.00E-08,,
1196.616,15.40200043,6.04E-05,15.18769836,1.00E-08,,
1196.617,15.40200043,6.04E-05,15.19043827,1.00E-08,,
1196.618,15.40200043,6.04E-05,15.19314289,1.00E-08,,
1196.619,15.40200043,6.04E-05,15.19581318,1.00E-08,,
1196.62,15.40200043,6.04E-05,15.19844913,1.00E-08,,
1196.621,15.40200043,6.04E-05,15.20105171,1.00E-08,,
1196.622,15.40200043,6.04E-05,15.20362091,1.00E-08,,
1196.623,15.40200043,6.04E-05,15.20615673,1.00E-08,,
1196.624,15.40200043,6.04E-05,15.20866013,1.00E-08,,
1196.625,15.40200043,6.04E-05,15.21113205,1.00E-08,,
1196.626,15.40200043,6.04E-05,15.2135725,1.00E-08,,
1196.627,15.40200043,6.04E-05,15.21598148,1.00E-08,,
1196.628,15.40200043,6.04E-05,15.21835995,1.00E-08,,
1196.629,15.40200043,6.04E-05,15.22070789,1.00E-08,,
1196.63,15.40200043,6.04E-05,15.22302532,1.00E-08,,
1196.631,15.40200043,6.04E-05,15.22531319,1.00E-08,,
1196.632,15.40200043,6.04E-05,15.22757244,1.00E-08,,
1196.633,15.40200043,6.04E-05,15.22980213,1.00E-08,,
1196.634,15.40200043,6.04E-05,15.23200321,1.00E-08,,
1196.635,15.40200043,6.04E-05,15.23417664,1.00E-08,,
1196.636,15.40200043,6.04E-05,15.2363224,1.00E-08,,
1196.637,15.40200043,6.04E-05,15.23844051,1.00E-08,,
1196.638,15.40200043,6.04E-05,15.24053192,1.00E-08,,
1196.639,15.40200043,6.04E-05,15.24259663,1.00E-08,,
1196.64,15.40200043,6.04E-05,15.24463463,1.00E-08,,
1196.641,15.40200043,6.04E-05,15.24664688,1.00E-08,,
1196.642,15.40200043,6.04E-05,15.24863338,1.00E-08,,
1196.643,15.40200043,6.04E-05,15.25059414,1.00E-08,,
1196.644,15.40200043,6.04E-05,15.2525301,1.00E-08,,
1196.645,15.40200043,6.04E-05,15.25444126,1.00E-08,,
1196.646,15.40200043,6.04E-05,15.25632763,1.00E-08,,
1196.647,15.40200043,6.04E-05,15.25819016,1.00E-08,,
1196.648,15.40200043,6.04E-05,15.26002884,1.00E-08,,
1196.649,15.40200043,6.04E-05,15.26184368,1.00E-08,,
1196.65,15.40200043,6.04E-05,15.26363564,1.00E-08,,
1196.651,15.40200043,6.04E-05,15.2654047,1.00E-08,,
1196.652,15.40200043,6.04E-05,15.26715088,1.00E-08,,
1196.653,15.40200043,6.04E-05,15.26887512,1.00E-08,,
1196.654,15.40200043,6.04E-05,15.27057743,1.00E-08,,
1196.655,15.40200043,6.04E-05,15.2722578,1.00E-08,,
1196.656,15.40200043,6.04E-05,15.27391624,1.00E-08,,
1196.657,15.40200043,6.04E-05,15.2755537,1.00E-08,,
1196.658,15.40200043,6.04E-05,15.27717018,1.00E-08,,
1196.659,15.40200043,6.04E-05,15.27876568,1.00E-08,,
1196.66,15.40200043,6.04E-05,15.28034115,1.00E-08,,
1196.661,15.40200043,6.04E-05,15.28189659,1.00E-08,,
1196.662,15.40200043,6.04E-05,15.28343201,1.00E-08,,
1196.663,15.40200043,6.04E-05,15.2849474,1.00E-08,,
1196.664,15.40200043,6.04E-05,15.28644371,1.00E-08,,
1196.665,15.40200043,6.04E-05,15.28792095,1.00E-08,,
1196.666,15.40200043,6.04E-05,15.28937912,1.00E-08,,
1196.667,15.40200043,6.04E-05,15.29081917,1.00E-08,,
1196.668,15.40200043,6.04E-05,15.29224014,1.00E-08,,
1196.669,15.40200043,6.04E-05,15.293643,1.00E-08,,
1196.67,15.40200043,6.04E-05,15.29502869,1.00E-08,,
1196.671,15.40200043,6.04E-05,15.29639626,1.00E-08,,
1196.672,15.40200043,6.04E-05,15.29774666,1.00E-08,,
1196.673,15.40200043,6.04E-05,15.2990799,1.00E-08,,
1196.674,15.40200043,6.04E-05,15.30039597,1.00E-08,,
1196.675,15.40200043,6.04E-05,15.30169487,1.00E-08,,
1196.676,15.40200043,6.04E-05,15.30297756,1.00E-08,,
1196.677,15.40200043,6.04E-05,15.30424309,1.00E-08,,
1196.678,15.40200043,6.04E-05,15.3054924,1.00E-08,,
1196.679,15.40200043,6.04E-05,15.30672646,1.00E-08,,
1196.68,15.40200043,6.04E-05,15.3079443,1.00E-08,,
1196.681,15.40200043,6.04E-05,15.30914688,1.00E-08,,
1196.682,15.40200043,6.04E-05,15.31033421,1.00E-08,,
1196.683,15.40200043,6.04E-05,15.31150627,1.00E-08,,
1196.684,15.40200043,6.04E-05,15.31266308,1.00E-08,,
1196.685,15.40200043,6.04E-05,15.31380558,1.00E-08,,
1196.686,15.40200043,6.04E-05,15.31493282,1.00E-08,,
1196.687,15.40200043,6.04E-05,15.31604576,1.00E-08,,
1196.688,15.40200043,6.04E-05,15.31714439,1.00E-08,,
1196.689,15.40200043,6.04E-05,15.31822968,1.00E-08,,
1196.69,14.05900097,6.04E-05,15.3021307,1.00E-08,,
1196.691,14.05900097,6.04E-05,15.28623772,1.00E-08,,
1196.692,14.05900097,6.04E-05,15.27054787,1.00E-08,,
1196.693,14.05900097,6.04E-05,15.25505829,1.00E-08,,
1196.694,14.05900097,6.04E-05,15.23976707,1.00E-08,,
1196.695,14.05900097,6.04E-05,15.22467136,1.00E-08,,
1196.696,14.05900097,6.04E-05,15.2097683,1.00E-08,,
1196.697,14.05900097,6.04E-05,15.19505596,1.00E-08,,
1196.698,14.05900097,6.04E-05,15.1805315,1.00E-08,,
1196.699,14.05900097,6.04E-05,15.16619301,1.00E-08,,
1196.7,14.05900097,6.04E-05,15.15203762,1.00E-08,,
1196.701,14.05900097,6.04E-05,15.13806343,1.00E-08,,
1196.702,14.05900097,6.04E-05,15.12426758,1.00E-08,,
1196.703,14.05900097,6.04E-05,15.11064816,1.00E-08,,
1196.704,14.05900097,6.04E-05,15.09720325,1.00E-08,,
1196.705,14.05900097,6.04E-05,15.08393002,1.00E-08,,
1196.706,14.05900097,6.04E-05,15.07082653,1.00E-08,,
1196.707,14.05900097,6.04E-05,15.05789089,1.00E-08,,
1196.708,14.05900097,6.04E-05,15.04512024,1.00E-08,,
1196.709,14.05900097,6.04E-05,15.03251266,1.00E-08,,
1196.71,14.05900097,6.04E-05,15.02006626,1.00E-08,,
1196.711,14.05900097,6.04E-05,15.00777912,1.00E-08,,
1196.712,14.05900097,6.04E-05,14.99564934,1.00E-08,,
1196.713,14.05900097,6.04E-05,14.983675,1.00E-08,,
1196.714,14.05900097,6.04E-05,14.97185326,1.00E-08,,
1196.715,14.05900097,6.04E-05,14.96018314,1.00E-08,,
1196.716,14.05900097,6.04E-05,14.9486618,1.00E-08,,
1196.717,14.05900097,6.04E-05,14.93728828,1.00E-08,,
1196.718,14.05900097,6.04E-05,14.92605972,1.00E-08,,
1196.719,14.05900097,6.04E-05,14.91497517,1.00E-08,,
1196.72,14.05900097,6.04E-05,14.90403175,1.00E-08,,
1196.721,14.05900097,6.04E-05,14.89322853,1.00E-08,,
1196.722,14.05900097,6.04E-05,14.88256359,1.00E-08,,
1196.723,14.05900097,6.04E-05,14.87203503,1.00E-08,,
1196.724,14.05900097,6.04E-05,14.86164093,1.00E-08,,
1196.725,14.05900097,6.04E-05,14.85137939,1.00E-08,,
1196.726,14.05900097,6.04E-05,14.84124947,1.00E-08,,
1196.727,14.05900097,6.04E-05,14.83124828,1.00E-08,,
1196.728,14.05900097,6.04E-05,14.82137585,1.00E-08,,
1196.729,14.05900097,6.04E-05,14.8116293,1.00E-08,,
1196.73,14.05900097,6.04E-05,14.80200768,1.00E-08,,
1196.731,14.05900097,6.04E-05,14.79250908,1.00E-08,,
1196.732,14.05900097,6.04E-05,14.7831316,1.00E-08,,
1196.733,14.05900097,6.04E-05,14.77387428,1.00E-08,,
1196.734,14.05900097,6.04E-05,14.76473522,1.00E-08,,
1196.735,14.05900097,6.04E-05,14.75571251,1.00E-08,,
1196.736,14.05900097,6.04E-05,14.74680519,1.00E-08,,
1196.737,14.05900097,6.04E-05,14.73801231,1.00E-08,,
1196.738,14.05900097,6.04E-05,14.72933102,1.00E-08,,
1196.739,14.05900097,6.04E-05,14.7207613,1.00E-08,,
1196.74,14.05900097,6.04E-05,14.71230125,1.00E-08,,
1196.741,14.05900097,6.04E-05,14.70394897,1.00E-08,,
1196.742,14.05900097,6.04E-05,14.69570351,1.00E-08,,
1196.743,14.05900097,6.04E-05,14.6875639,1.00E-08,,
1196.744,14.05900097,6.04E-05,14.67952824,1.00E-08,,
1196.745,14.05900097,6.04E-05,14.67159462,1.00E-08,,
1196.746,14.05900097,6.04E-05,14.66376305,1.00E-08,,
1196.747,14.05900097,6.04E-05,14.65603161,1.00E-08,,
1196.748,14.05900097,6.04E-05,14.6483984,1.00E-08,,
1196.749,14.05900097,6.04E-05,14.64086342,1.00E-08,,
1196.75,14.04200077,6.04E-05,14.63320732,1.00E-08,,
1196.751,14.04200077,6.04E-05,14.62564945,1.00E-08,,
1196.752,14.04200077,6.04E-05,14.6181879,1.00E-08,,
1196.753,14.04200077,6.04E-05,14.61082172,1.00E-08,,
1196.754,14.04200077,6.04E-05,14.60354996,1.00E-08,,
1196.755,14.04200077,6.04E-05,14.5963707,1.00E-08,,
1196.756,14.04200077,6.04E-05,14.58928299,1.00E-08,,
1196.757,14.04200077,6.04E-05,14.58228588,1.00E-08,,
1196.758,14.04200077,6.04E-05,14.57537842,1.00E-08,,
1196.759,14.04200077,6.04E-05,14.56855965,1.00E-08,,
1196.76,14.04200077,6.04E-05,14.56182766,1.00E-08,,
1196.761,14.04200077,6.04E-05,14.5551815,1.00E-08,,
1196.762,14.04200077,6.04E-05,14.54862022,1.00E-08,,
1196.763,14.04200077,6.04E-05,14.54214287,1.00E-08,,
1196.764,14.04200077,6.04E-05,14.53574848,1.00E-08,,
1196.765,14.04200077,6.04E-05,14.52943611,1.00E-08,,
1196.766,14.04200077,6.04E-05,14.5232048,1.00E-08,,
1196.767,14.04200077,6.04E-05,14.51705265,1.00E-08,,
1196.768,14.04200077,6.04E-05,14.51097965,1.00E-08,,
1196.769,14.04200077,6.04E-05,14.5049839,1.00E-08,,
1196.77,14.04200077,6.04E-05,14.49906445,1.00E-08,,
1196.771,14.04200077,6.04E-05,14.49322128,1.00E-08,,
1196.772,14.04200077,6.04E-05,14.48745251,1.00E-08,,
1196.773,14.04200077,6.04E-05,14.48175716,1.00E-08,,
1196.774,14.04200077,6.04E-05,14.47613525,1.00E-08,,
1196.775,14.04200077,6.04E-05,14.47058487,1.00E-08,,
1196.776,14.04200077,6.04E-05,14.46510601,1.00E-08,,
1196.777,14.04200077,6.04E-05,14.45969677,1.00E-08,,
1196.778,14.04200077,6.04E-05,14.45435715,1.00E-08,,
1196.779,14.04200077,6.04E-05,14.44908524,1.00E-08,,
1196.78,14.04200077,6.04E-05,14.44388103,1.00E-08,,
1196.781,14.04200077,6.04E-05,14.43874359,1.00E-08,,
1196.782,14.04200077,6.04E-05,14.433671,1.00E-08,,
1196.783,14.04200077,6.04E-05,14.42866325,1.00E-08,,
1196.784,14.04200077,6.04E-05,14.42372036,1.00E-08,,
1196.785,14.04200077,6.04E-05,14.41884041,1.00E-08,,
1196.786,14.04200077,6.04E-05,14.41402245,1.00E-08,,
1196.787,14.04200077,6.04E-05,14.40926647,1.00E-08,,
1196.789,14.04200077,6.04E-05,14.40457153,1.00E-08,,
1196.79,14.04200077,6.04E-05,14.39993668,1.00E-08,,
1196.791,14.04200077,6.04E-05,14.39536095,1.00E-08,,
1196.792,14.04200077,6.04E-05,14.39084339,1.00E-08,,
1196.793,14.04200077,6.04E-05,14.38638401,1.00E-08,,
1196.794,14.04200077,6.04E-05,14.3819809,1.00E-08,,
1196.795,14.04200077,6.04E-05,14.37763405,1.00E-08,,
1196.796,14.04200077,6.04E-05,14.37334347,1.00E-08,,
1196.797,14.04200077,6.04E-05,14.36910725,1.00E-08,,
1196.798,14.04200077,6.04E-05,14.36492538,1.00E-08,,
1196.799,14.04200077,6.04E-05,14.36079693,1.00E-08,,
1196.8,14.04200077,6.04E-05,14.35672092,1.00E-08,,
1196.801,14.04200077,6.04E-05,14.35269737,1.00E-08,,
1196.802,14.04200077,6.04E-05,14.34872532,1.00E-08,,
1196.803,14.04200077,6.04E-05,14.34480381,1.00E-08,,
1196.804,14.04200077,6.04E-05,14.34093285,1.00E-08,,
1196.805,14.04200077,6.04E-05,14.33711147,1.00E-08,,
