time,distance,kf_distance[0],kf_msd[0].R,sigma_a[0]
9.497,8.687000275,8.999547005,6.04E-05,0.048
9.498,8.687000275,8.989866257,6.04E-05,0.048
9.499,8.687000275,8.980415344,6.04E-05,0.048
9.5,8.687000275,8.971189499,6.04E-05,0.048
9.501,8.687000275,8.962186813,6.04E-05,0.048
9.502,8.687000275,8.953401566,6.04E-05,0.048
9.503,8.687000275,8.944829941,6.04E-05,0.048
9.504,8.687000275,8.936470032,6.04E-05,0.048
9.505,8.687000275,8.928318024,6.04E-05,0.048
9.506,8.687000275,8.920368195,6.04E-05,0.048
9.507,8.687000275,8.912619591,6.04E-05,0.048
9.508,8.687000275,8.905067444,6.04E-05,0.048
9.509,8.687000275,8.897707939,6.04E-05,0.048
9.51,8.687000275,8.890538216,6.04E-05,0.048
9.511,8.687000275,8.883555412,6.04E-05,0.048
9.512,8.687000275,8.876755714,6.04E-05,0.048
9.513,8.687000275,8.870136261,6.04E-05,0.048
9.514,8.687000275,8.863693237,6.04E-05,0.048
9.515,8.687000275,8.857422829,6.04E-05,0.048
9.516,8.687000275,8.851324081,6.04E-05,0.048
9.517,8.687000275,8.845391273,6.04E-05,0.048
9.518,8.687000275,8.839623451,6.04E-05,0.048
9.519,8.687000275,8.834015846,6.04E-05,0.048
9.52,8.687000275,8.828566551,6.04E-05,0.048
9.521,8.687000275,8.823272705,6.04E-05,0.048
9.522,8.687000275,8.818130493,6.04E-05,0.048
9.523,8.687000275,8.813138008,6.04E-05,0.048
9.524,8.687000275,8.808291435,6.04E-05,0.048
9.525,8.687000275,8.803588867,6.04E-05,0.048
9.526,8.687000275,8.799026489,6.04E-05,0.048
9.527,8.687000275,8.794602394,6.04E-05,0.048
9.528,8.687000275,8.790313721,6.04E-05,0.048
9.529,8.687000275,8.786158562,6.04E-05,0.048
9.53,8.687000275,8.782132149,6.04E-05,0.048
9.531,8.687000275,8.778233528,6.04E-05,0.048
9.532,8.687000275,8.774459839,6.04E-05,0.048
9.533,8.687000275,8.77080822,6.04E-05,0.048
9.534,8.687000275,8.767276764,6.04E-05,0.048
9.535,8.687000275,8.763861656,6.04E-05,0.048
9.536,8.687000275,8.760561943,6.04E-05,0.048
9.537,9.36700058,8.781874657,6.04E-05,0.048
9.538,9.36700058,8.802850723,6.04E-05,0.048
9.539,9.36700058,8.823490143,6.04E-05,0.048
9.54,9.36700058,8.84379673,6.04E-05,0.048
9.541,9.36700058,8.863770485,6.04E-05,0.048
9.542,9.36700058,8.883414268,6.04E-05,0.048
9.543,9.36700058,8.902729988,6.04E-05,0.048
9.544,9.36700058,8.921719551,6.04E-05,0.048
9.545,9.36700058,8.940384865,6.04E-05,0.048
9.546,9.36700058,8.958727837,6.04E-05,0.048
9.547,9.36700058,8.976750374,6.04E-05,0.048
9.548,9.36700058,8.994454384,6.04E-05,0.048
9.549,9.36700058,9.011842728,6.04E-05,0.048
9.55,9.36700058,9.028916359,6.04E-05,0.048
9.551,9.36700058,9.045679092,6.04E-05,0.048
9.552,9.36700058,9.062130928,6.04E-05,0.048
9.553,9.36700058,9.078275681,6.04E-05,0.048
9.554,9.36700058,9.094114304,6.04E-05,0.048
9.555,9.36700058,9.109650612,6.04E-05,0.048
9.556,9.36700058,9.124885559,6.04E-05,0.048
9.557,9.36700058,9.139822006,6.04E-05,0.048
9.558,9.36700058,9.154462814,6.04E-05,0.048
9.559,9.36700058,9.168808937,6.04E-05,0.048
9.56,9.36700058,9.182863235,6.04E-05,0.048
9.561,9.36700058,9.196628571,6.04E-05,0.048
9.562,9.36700058,9.210107803,6.04E-05,0.048
9.563,9.36700058,9.223301888,6.04E-05,0.048
9.564,9.36700058,9.236213684,6.04E-05,0.048
9.565,9.36700058,9.248846054,6.04E-05,0.048
9.566,9.36700058,9.261201859,6.04E-05,0.048
9.567,9.36700058,9.273283005,6.04E-05,0.048
9.568,9.36700058,9.2850914,6.04E-05,0.048
9.569,9.36700058,9.296630859,6.04E-05,0.048
9.57,9.36700058,9.30790329,6.04E-05,0.048
9.571,9.36700058,9.318911552,6.04E-05,0.048
9.572,9.36700058,9.329657555,6.04E-05,0.048
9.573,9.36700058,9.340144157,6.04E-05,0.048
9.574,9.36700058,9.350375175,6.04E-05,0.048
9.575,9.36700058,9.360350609,6.04E-05,0.048
9.576,9.36700058,9.37007618,6.04E-05,0.048
9.577,9.36700058,9.379551888,6.04E-05,0.048
9.578,9.36700058,9.388781548,6.04E-05,0.048
9.579,9.36700058,9.397768021,6.04E-05,0.048
9.58,9.36700058,9.406514168,6.04E-05,0.048
9.581,9.36700058,9.415020943,6.04E-05,0.048
9.582,9.36700058,9.423293114,6.04E-05,0.048
9.583,9.36700058,9.431332588,6.04E-05,0.048
9.584,9.36700058,9.439142227,6.04E-05,0.048
9.585,9.36700058,9.446724892,6.04E-05,0.048
9.586,9.36700058,9.454082489,6.04E-05,0.048
9.587,9.36700058,9.46121788,6.04E-05,0.048
9.588,9.36700058,9.468133926,6.04E-05,0.048
9.589,9.36700058,9.474834442,6.04E-05,0.048
9.59,9.36700058,9.481321335,6.04E-05,0.048
9.591,9.36700058,9.487596512,6.04E-05,0.048
9.592,9.36700058,9.493663788,6.04E-05,0.048
9.593,9.36700058,9.499526024,6.04E-05,0.048
9.594,9.36700058,9.505185127,6.04E-05,0.048
9.595,9.36700058,9.510643959,6.04E-05,0.048
9.596,9.36700058,9.515906334,6.04E-05,0.048
9.597,10.37000084,9.55711174,6.04E-05,0.048
9.598,10.37000084,9.597465515,6.04E-05,0.048
9.599,10.37000084,9.636976242,6.04E-05,0.048
9.6,10.37000084,9.675652504,6.04E-05,0.048
9.601,10.37000084,9.713503838,6.04E-05,0.048
9.602,10.37000084,9.750538826,6.04E-05,0.048
9.603,10.37000084,9.786766052,6.04E-05,0.048
9.604,10.37000084,9.822195053,6.04E-05,0.048
9.605,10.37000084,9.856833458,6.04E-05,0.048
9.606,10.37000084,9.89068985,6.04E-05,0.048
9.607,10.37000084,9.923774719,6.04E-05,0.048
9.608,10.37000084,9.956095695,6.04E-05,0.048
9.609,10.37000084,9.987661362,6.04E-05,0.048
9.61,10.37000084,10.01848125,6.04E-05,0.048
9.611,10.37000084,10.048563,6.04E-05,0.048
9.612,10.37000084,10.07791615,6.04E-05,0.048
9.613,10.37000084,10.10654926,6.04E-05,0.048
9.614,10.37000084,10.13447189,6.04E-05,0.048
9.615,10.37000084,10.16169071,6.04E-05,0.048
9.616,10.37000084,10.18821621,6.04E-05,0.048
9.617,10.37000084,10.21405602,6.04E-05,0.048
9.618,10.37000084,10.23921967,6.04E-05,0.048
9.619,10.37000084,10.26371479,6.04E-05,0.048
9.62,10.37000084,10.28754997,6.04E-05,0.048
9.621,10.37000084,10.31073475,6.04E-05,0.048
9.622,10.37000084,10.3332777,6.04E-05,0.048
9.623,10.37000084,10.35518646,6.04E-05,0.048
9.624,10.37000084,10.37646961,6.04E-05,0.048
9.626,10.37000084,10.41719437,6.04E-05,0.048
9.626,10.37000084,10.43665218,6.04E-05,0.048
9.627,10.37000084,10.43665218,6.04E-05,0.048
9.628,10.37000084,10.45551872,6.04E-05,0.048
9.629,10.37000084,10.47380257,6.04E-05,0.048
9.63,10.37000084,10.49151134,6.04E-05,0.048
9.631,10.37000084,10.50865364,6.04E-05,0.048
9.632,10.37000084,10.52523708,6.04E-05,0.048
9.633,10.37000084,10.54127121,6.04E-05,0.048
9.634,10.37000084,10.55676365,6.04E-05,0.048
9.635,10.37000084,10.57172298,6.04E-05,0.048
9.636,10.37000084,10.58615685,6.04E-05,0.048
9.637,10.37000084,10.60007286,6.04E-05,0.048
9.638,10.37000084,10.61347961,6.04E-05,0.048
9.639,10.37000084,10.63879871,6.04E-05,0.048
9.641,10.37000084,10.65072727,6.04E-05,0.048
9.642,10.37000084,10.66217804,6.04E-05,0.048
9.643,10.37000084,10.67315865,6.04E-05,0.048
9.644,10.37000084,10.68367863,6.04E-05,0.048
9.644,10.37000084,10.68367863,6.04E-05,0.048
9.645,10.37000084,10.69374466,6.04E-05,0.048
9.646,10.37000084,10.70336533,6.04E-05,0.048
9.647,10.37000084,10.7125473,6.04E-05,0.048
9.648,10.37000084,10.72129917,6.04E-05,0.048
9.649,10.37000084,10.72962761,6.04E-05,0.048
9.65,10.37000084,10.7375412,6.04E-05,0.048
9.651,10.37000084,10.74504662,6.04E-05,0.048
9.652,10.37000084,10.75215149,6.04E-05,0.048
9.653,10.37000084,10.7588644,6.04E-05,0.048
9.654,10.37000084,10.76519108,6.04E-05,0.048
9.655,10.37000084,10.7711401,6.04E-05,0.048
9.656,10.37000084,10.77671814,6.04E-05,0.048
9.657,10.04700089,10.77029419,6.04E-05,0.048
9.658,10.04700089,10.76372719,6.04E-05,0.048
9.659,10.04700089,10.75702095,6.04E-05,0.048
9.66,10.04700089,10.7501812,6.04E-05,0.048
9.661,10.04700089,10.74321175,6.04E-05,0.048
9.662,10.04700089,10.73612022,6.04E-05,0.048
9.663,10.04700089,10.72890949,6.04E-05,0.048
9.664,10.04700089,10.72158432,6.04E-05,0.048
9.666,10.04700089,10.70661259,6.04E-05,0.048
9.666,10.04700089,10.69897556,6.04E-05,0.048
9.667,10.04700089,10.69897556,6.04E-05,0.048
9.668,10.04700089,10.69124317,6.04E-05,0.048
9.669,10.04700089,10.68342113,6.04E-05,0.048
9.67,10.04700089,10.67551231,6.04E-05,0.048
9.672,10.04700089,10.65945721,6.04E-05,0.048
9.673,10.04700089,10.65131855,6.04E-05,0.048
9.674,10.04700089,10.64311218,6.04E-05,0.048
9.675,10.04700089,10.63484097,6.04E-05,0.048
9.675,10.04700089,10.63484097,6.04E-05,0.048
9.676,10.04700089,10.62651062,6.04E-05,0.048
9.677,10.04700089,10.61812496,6.04E-05,0.048
9.678,10.04700089,10.60968781,6.04E-05,0.048
9.679,10.04700089,10.60120201,6.04E-05,0.048
9.68,10.04700089,10.59267426,6.04E-05,0.048
9.681,10.04700089,10.58410549,6.04E-05,0.048
9.682,10.04700089,10.57550144,6.04E-05,0.048
9.683,10.04700089,10.56686497,6.04E-05,0.048
9.684,10.04700089,10.55819988,6.04E-05,0.048
9.685,10.04700089,10.54951,6.04E-05,0.048
9.686,10.04700089,10.53207016,6.04E-05,0.048
9.687,10.04700089,10.53207016,6.04E-05,0.048
9.688,10.04700089,10.52332687,6.04E-05,0.048
9.689,10.04700089,10.5145731,6.04E-05,0.048
9.69,10.04700089,10.50581074,6.04E-05,0.048
9.691,10.04700089,10.49704456,6.04E-05,0.048
9.692,10.04700089,10.48827744,6.04E-05,0.048
9.693,10.04700089,10.47951221,6.04E-05,0.048
9.694,10.04700089,10.47075176,6.04E-05,0.048
9.695,10.04700089,10.46199894,6.04E-05,0.048
9.696,10.04700089,10.45325756,6.04E-05,0.048
9.697,10.04700089,10.44453049,6.04E-05,0.048
9.698,10.04700089,10.43581963,6.04E-05,0.048
9.699,10.04700089,10.42712879,6.04E-05,0.048
9.7,10.04700089,10.41845894,6.04E-05,0.048
9.701,10.04700089,10.40981483,6.04E-05,0.048
9.702,10.04700089,10.40119839,6.04E-05,0.048
9.703,10.04700089,10.3926115,6.04E-05,0.048
9.704,10.04700089,10.38405704,6.04E-05,0.048
9.705,10.04700089,10.37553787,6.04E-05,0.048
9.706,10.04700089,10.36705589,6.04E-05,0.048
9.707,10.04700089,10.35861301,6.04E-05,0.048
9.708,10.04700089,10.3502121,6.04E-05,0.048
9.709,10.04700089,10.34185505,6.04E-05,0.048
9.71,10.04700089,10.33354378,6.04E-05,0.048
9.711,10.04700089,10.32528114,6.04E-05,0.048
9.712,10.04700089,10.3170681,6.04E-05,0.048
9.713,10.04700089,10.30890846,6.04E-05,0.048
9.714,10.04700089,10.30080128,6.04E-05,0.048
9.715,10.04700089,10.29275131,6.04E-05,0.048
9.716,10.04700089,10.28475761,6.04E-05,0.048
9.717,10.71000099,10.30071259,6.04E-05,0.048
9.718,10.71000099,10.31629086,6.04E-05,0.048
9.719,10.71000099,10.33150101,6.04E-05,0.048
9.72,10.71000099,10.3463459,6.04E-05,0.048
9.721,10.71000099,10.36083412,6.04E-05,0.048
9.722,10.71000099,10.37496758,6.04E-05,0.048
9.723,10.71000099,10.38875484,6.04E-05,0.048
9.724,10.71000099,10.40219975,6.04E-05,0.048
9.725,10.71000099,10.415308,6.04E-05,0.048
9.726,10.71000099,10.42808533,6.04E-05,0.048
9.727,10.71000099,10.44053555,6.04E-05,0.048
9.728,10.71000099,10.45266533,6.04E-05,0.048
9.729,10.71000099,10.46447945,6.04E-05,0.048
9.73,10.71000099,10.47598267,6.04E-05,0.048
9.731,10.71000099,10.48718071,6.04E-05,0.048
9.732,10.71000099,10.49807739,6.04E-05,0.048
9.733,10.71000099,10.50867844,6.04E-05,0.048
9.734,10.71000099,10.51898861,6.04E-05,0.048
9.735,10.71000099,10.52901268,6.04E-05,0.048
9.736,10.71000099,10.53875637,6.04E-05,0.048
9.737,10.71000099,10.5482235,6.04E-05,0.048
9.738,10.71000099,10.55741787,6.04E-05,0.048
9.739,10.71000099,10.56634617,6.04E-05,0.048
9.74,10.71000099,10.57501125,6.04E-05,0.048
9.741,10.71000099,10.5834198,6.04E-05,0.048
9.742,10.71000099,10.59157372,6.04E-05,0.048
9.743,10.71000099,10.59947968,6.04E-05,0.048
9.744,10.71000099,10.60714054,6.04E-05,0.048
9.745,10.71000099,10.61456203,6.04E-05,0.048
9.746,10.71000099,10.62174702,6.04E-05,0.048
9.747,10.71000099,10.62870121,6.04E-05,0.048
9.748,10.71000099,10.63542843,6.04E-05,0.048
9.749,10.71000099,10.64193249,6.04E-05,0.048
9.75,10.71000099,10.64821815,6.04E-05,0.048
9.751,10.71000099,10.65428829,6.04E-05,0.048
9.752,10.71000099,10.66014862,6.04E-05,0.048
9.753,10.71000099,10.665802,6.04E-05,0.048
9.754,10.71000099,10.6712532,6.04E-05,0.048
9.755,10.71000099,10.67650604,6.04E-05,0.048
9.756,10.71000099,10.68156338,6.04E-05,0.048
9.757,10.71000099,10.68643093,6.04E-05,0.048
9.758,10.71000099,10.69111061,6.04E-05,0.048
9.759,10.71000099,10.69560719,6.04E-05,0.048
9.76,10.71000099,10.69992447,6.04E-05,0.048
9.761,10.71000099,10.70406628,6.04E-05,0.048
9.762,10.71000099,10.70803547,6.04E-05,0.048
9.763,10.71000099,10.71183586,6.04E-05,0.048
9.764,10.71000099,10.71547222,6.04E-05,0.048
9.765,10.71000099,10.71894646,6.04E-05,0.048
9.766,10.71000099,10.72226238,6.04E-05,0.048
9.767,10.71000099,10.72542381,6.04E-05,0.048
9.768,10.71000099,10.72843456,6.04E-05,0.048
9.769,10.71000099,10.73129654,6.04E-05,0.048
9.77,10.71000099,10.73401546,6.04E-05,0.048
9.771,10.71000099,10.73659229,6.04E-05,0.048
9.772,10.71000099,10.73903084,6.04E-05,0.048
9.773,10.71000099,10.74133492,6.04E-05,0.048
9.774,10.71000099,10.74350739,6.04E-05,0.048
9.775,10.71000099,10.74555111,6.04E-05,0.048
9.776,10.71000099,10.74746895,6.04E-05,0.048
9.777,12.03600025,10.79704094,6.04E-05,0.048
9.779,12.03600025,10.89321804,6.04E-05,0.048
9.78,12.03600025,10.93984604,6.04E-05,0.048
9.781,12.03600025,10.98551559,6.04E-05,0.048
9.782,12.03600025,11.03023624,6.04E-05,0.048
9.783,12.03600025,11.07402039,6.04E-05,0.048
9.784,12.03600025,11.1168766,6.04E-05,0.048
9.784,12.03600025,11.1168766,6.04E-05,0.048
9.785,12.03600025,11.15881824,6.04E-05,0.048
9.786,12.03600025,11.1998539,6.04E-05,0.048
9.787,12.03600025,11.239995,6.04E-05,0.048
9.788,12.03600025,11.27925301,6.04E-05,0.048
9.789,12.03600025,11.31763744,6.04E-05,0.048
9.79,12.03600025,11.35515976,6.04E-05,0.048
9.791,12.03600025,11.39182949,6.04E-05,0.048
9.792,12.03600025,11.42765713,6.04E-05,0.048
9.793,12.03600025,11.46265411,6.04E-05,0.048
9.794,12.03600025,11.49683094,6.04E-05,0.048
9.795,12.03600025,11.53019619,6.04E-05,0.048
9.796,12.03600025,11.56276226,6.04E-05,0.048
9.797,12.03600025,11.59453773,6.04E-05,0.048
9.798,12.03600025,11.62553406,6.04E-05,0.048
9.799,12.03600025,11.65576077,6.04E-05,0.048
9.8,12.03600025,11.68522835,6.04E-05,0.048
9.801,12.03600025,11.71394634,6.04E-05,0.048
9.802,12.03600025,11.74192524,6.04E-05,0.048
9.803,12.03600025,11.76917458,6.04E-05,0.048
9.805,12.03600025,11.82152653,6.04E-05,0.048
9.805,12.03600025,11.84664822,6.04E-05,0.048
9.806,12.03600025,11.84664822,6.04E-05,0.048
9.807,12.03600025,11.8710804,6.04E-05,0.048
9.808,12.03600025,11.89483261,6.04E-05,0.048
9.809,12.03600025,11.91791534,6.04E-05,0.048
9.81,12.03600025,11.94033718,6.04E-05,0.048
9.811,12.03600025,11.96210861,6.04E-05,0.048
9.812,12.03600025,11.98323822,6.04E-05,0.048
9.813,12.03600025,12.0037365,6.04E-05,0.048
9.814,12.03600025,12.02361202,6.04E-05,0.048
9.815,12.03600025,12.04287529,6.04E-05,0.048
9.816,12.03600025,12.06153488,6.04E-05,0.048
9.817,12.03600025,12.07959938,6.04E-05,0.048
9.818,12.03600025,12.09708023,6.04E-05,0.048
9.819,12.03600025,12.11398506,6.04E-05,0.048
9.82,12.03600025,12.13032341,6.04E-05,0.048
9.821,12.03600025,12.14610386,6.04E-05,0.048
9.822,12.03600025,12.16133595,6.04E-05,0.048
9.823,12.03600025,12.17602921,6.04E-05,0.048
9.824,12.03600025,12.19019127,6.04E-05,0.048
9.825,12.03600025,12.20383167,6.04E-05,0.048
9.826,12.03600025,12.216959,6.04E-05,0.048
9.827,12.03600025,12.22958279,6.04E-05,0.048
9.828,12.03600025,12.24171066,6.04E-05,0.048
9.829,12.03600025,12.25335121,6.04E-05,0.048
9.83,12.03600025,12.26451492,6.04E-05,0.048
9.831,12.03600025,12.27520752,6.04E-05,0.048
9.832,12.03600025,12.29521847,6.04E-05,0.048
9.833,12.03600025,12.30455303,6.04E-05,0.048
9.834,12.03600025,12.31345081,6.04E-05,0.048
9.835,12.03600025,12.31345081,6.04E-05,0.048
9.836,12.03600025,12.32192039,6.04E-05,0.048
9.837,11.7130003,12.31833267,6.04E-05,0.048
9.838,11.7130003,12.31454468,6.04E-05,0.048
9.839,11.7130003,12.31056404,6.04E-05,0.048
9.84,11.7130003,12.30639458,6.04E-05,0.048
9.841,11.7130003,12.30204487,6.04E-05,0.048
9.842,11.7130003,12.29751968,6.04E-05,0.048
9.843,11.7130003,12.29282379,6.04E-05,0.048
9.844,11.7130003,12.28796387,6.04E-05,0.048
9.845,11.7130003,12.28294468,6.04E-05,0.048
9.846,11.7130003,12.2777729,6.04E-05,0.048
9.847,11.7130003,12.27245331,6.04E-05,0.048
9.848,11.7130003,12.26699257,6.04E-05,0.048
9.849,11.7130003,12.26139355,6.04E-05,0.048
9.85,11.7130003,12.25566387,6.04E-05,0.048
9.851,11.7130003,12.24980736,6.04E-05,0.048
9.852,11.7130003,12.24382973,6.04E-05,0.048
9.853,11.7130003,12.2377367,6.04E-05,0.048
9.854,11.7130003,12.2315321,6.04E-05,0.048
9.855,11.7130003,12.22522163,6.04E-05,0.048
9.856,11.7130003,12.21880913,6.04E-05,0.048
9.857,11.7130003,12.2123003,6.04E-05,0.048
9.858,11.7130003,12.20569992,6.04E-05,0.048
9.859,11.7130003,12.19901276,6.04E-05,0.048
9.86,11.7130003,12.19224358,6.04E-05,0.048
9.861,11.7130003,12.18539524,6.04E-05,0.048
9.862,11.7130003,12.17847443,6.04E-05,0.048
9.863,11.7130003,12.17148399,6.04E-05,0.048
9.864,11.7130003,12.16442871,6.04E-05,0.048
9.865,11.7130003,12.15731239,6.04E-05,0.048
9.866,11.7130003,12.15014076,6.04E-05,0.048
9.867,11.7130003,12.14291573,6.04E-05,0.048
9.868,11.7130003,12.13564301,6.04E-05,0.048
9.869,11.7130003,12.12832642,6.04E-05,0.048
9.87,11.7130003,12.12096882,6.04E-05,0.048
9.871,11.7130003,12.11357498,6.04E-05,0.048
9.872,11.7130003,12.10614777,6.04E-05,0.048
9.873,11.7130003,12.09869099,6.04E-05,0.048
9.874,11.7130003,12.09120941,6.04E-05,0.048
9.875,11.7130003,12.0837059,6.04E-05,0.048
9.876,11.7130003,12.07618332,6.04E-05,0.048
9.877,11.7130003,12.06864643,6.04E-05,0.048
9.878,11.7130003,12.06109715,6.04E-05,0.048
9.879,11.7130003,12.05353928,6.04E-05,0.048
9.88,11.7130003,12.04597664,6.04E-05,0.048
9.881,11.7130003,12.03841209,6.04E-05,0.048
9.882,11.7130003,12.0308485,6.04E-05,0.048
9.883,11.7130003,12.02328873,6.04E-05,0.048
9.884,11.7130003,12.01573563,6.04E-05,0.048
9.885,11.7130003,12.00819302,6.04E-05,0.048
9.886,11.7130003,12.00066185,6.04E-05,0.048
9.887,11.7130003,11.9931469,6.04E-05,0.048
9.888,11.7130003,11.98565006,6.04E-05,0.048
9.889,11.7130003,11.97817421,6.04E-05,0.048
9.89,11.7130003,11.97072029,6.04E-05,0.048
9.891,11.7130003,11.96329308,6.04E-05,0.048
9.892,11.7130003,11.95589447,6.04E-05,0.048
9.893,11.7130003,11.94852638,6.04E-05,0.048
9.894,11.7130003,11.94119072,6.04E-05,0.048
9.895,11.7130003,11.93389034,6.04E-05,0.048
9.896,11.7130003,11.92662716,6.04E-05,0.048
9.897,11.03300095,11.89490318,6.04E-05,0.048
9.898,11.03300095,11.86366844,6.04E-05,0.048
9.899,11.03300095,11.83292007,6.04E-05,0.048
9.9,11.03300095,11.80265808,6.04E-05,0.048
9.901,11.03300095,11.77287674,6.04E-05,0.048
9.902,11.03300095,11.743577,6.04E-05,0.048
9.903,11.03300095,11.7147541,6.04E-05,0.048
9.904,11.03300095,11.68640804,6.04E-05,0.048
9.905,11.03300095,11.65853405,6.04E-05,0.048
9.906,11.03300095,11.63113117,6.04E-05,0.048
9.907,11.03300095,11.60419655,6.04E-05,0.048
9.908,11.03300095,11.57772732,6.04E-05,0.048
9.909,11.03300095,11.55172062,6.04E-05,0.048
9.91,11.03300095,11.52617455,6.04E-05,0.048
9.911,11.03300095,11.50108528,6.04E-05,0.048
9.912,11.03300095,11.47644997,6.04E-05,0.048
9.913,11.03300095,11.45226765,6.04E-05,0.048
9.914,11.03300095,11.42853355,6.04E-05,0.048
9.915,11.03300095,11.40524483,6.04E-05,0.048
9.916,11.03300095,11.38239861,6.04E-05,0.048
9.917,11.03300095,11.35999298,6.04E-05,0.048
9.918,11.03300095,11.33802414,6.04E-05,0.048
9.919,11.03300095,11.31648827,6.04E-05,0.048
9.92,11.03300095,11.2953825,6.04E-05,0.048
9.921,11.03300095,11.27470493,6.04E-05,0.048
9.922,11.03300095,11.2544508,6.04E-05,0.048
9.923,11.03300095,11.23461723,6.04E-05,0.048
9.924,11.03300095,11.21520042,6.04E-05,0.048
9.925,11.03300095,11.19619846,6.04E-05,0.048
9.926,11.03300095,11.17760658,6.04E-05,0.048
9.927,11.03300095,11.15942192,6.04E-05,0.048
9.928,11.03300095,11.14164162,6.04E-05,0.048
9.929,11.03300095,11.12425995,6.04E-05,0.048
9.93,11.03300095,11.10727596,6.04E-05,0.048
9.931,11.03300095,11.09068489,6.04E-05,0.048
9.932,11.03300095,11.07448292,6.04E-05,0.048
9.933,11.03300095,11.05866718,6.04E-05,0.048
9.934,11.03300095,11.04323387,6.04E-05,0.048
9.935,11.03300095,11.02817822,6.04E-05,0.048
9.936,11.03300095,11.01349831,6.04E-05,0.048
9.937,11.03300095,10.99918842,6.04E-05,0.048
9.938,11.03300095,10.98524666,6.04E-05,0.048
9.939,11.03300095,10.97166824,6.04E-05,0.048
9.94,11.03300095,10.95844936,6.04E-05,0.048
9.941,11.03300095,10.94558716,6.04E-05,0.048
9.942,11.03300095,10.9330759,6.04E-05,0.048
9.943,11.03300095,10.9209137,6.04E-05,0.048
9.944,11.03300095,10.90909576,6.04E-05,0.048
9.945,11.03300095,10.89761829,6.04E-05,0.048
9.946,11.03300095,10.88647652,6.04E-05,0.048
9.947,11.03300095,10.87566853,6.04E-05,0.048
9.948,11.03300095,10.86518955,6.04E-05,0.048
9.949,11.03300095,10.85503483,6.04E-05,0.048
9.95,11.03300095,10.84520149,6.04E-05,0.048
9.951,11.03300095,10.83568478,6.04E-05,0.048
9.952,11.03300095,10.82648087,6.04E-05,0.048
9.953,11.03300095,10.8175869,6.04E-05,0.048
9.954,11.03300095,10.80899715,6.04E-05,0.048
9.955,11.03300095,10.80070877,6.04E-05,0.048
9.956,11.03300095,10.79271698,6.04E-05,0.048
9.957,11.03300095,10.78501892,6.04E-05,0.048
9.958,11.03300095,10.77760983,6.04E-05,0.048
9.959,11.03300095,10.77048588,6.04E-05,0.048
9.96,11.03300095,10.76364326,6.04E-05,0.048
9.961,11.03300095,10.75707722,6.04E-05,0.048
9.962,11.03300095,10.75078487,6.04E-05,0.048
9.963,11.03300095,10.74476147,6.04E-05,0.048
9.964,11.03300095,10.73900318,6.04E-05,0.048
9.965,11.03300095,10.7335062,6.04E-05,0.048
9.966,11.03300095,10.72826576,6.04E-05,0.048
9.967,11.03300095,10.72327995,6.04E-05,0.048
9.968,11.03300095,10.7185421,6.04E-05,0.048
9.969,11.03300095,10.71405029,6.04E-05,0.048
9.97,11.03300095,10.70979977,6.04E-05,0.048
9.971,11.03300095,10.70578575,6.04E-05,0.048
9.972,11.03300095,10.70200634,6.04E-05,0.048
9.973,11.03300095,10.69845581,6.04E-05,0.048
9.974,11.03300095,10.6951313,6.04E-05,0.048
9.975,11.03300095,10.692029,6.04E-05,0.048
9.976,11.03300095,10.68914413,6.04E-05,0.048
9.977,11.03300095,10.68647289,6.04E-05,0.048
9.978,11.03300095,10.68401241,6.04E-05,0.048
9.979,11.03300095,10.68175793,6.04E-05,0.048
9.98,11.03300095,10.67970657,6.04E-05,0.048
9.981,11.03300095,10.67785358,6.04E-05,0.048
9.982,11.03300095,10.67619514,6.04E-05,0.048
9.983,11.03300095,10.67472839,6.04E-05,0.048
9.984,11.03300095,10.67344856,6.04E-05,0.048
9.985,11.03300095,10.67235279,6.04E-05,0.048
9.986,11.03300095,10.67143631,6.04E-05,0.048
9.987,11.03300095,10.67069626,6.04E-05,0.048
9.988,11.03300095,10.67012978,6.04E-05,0.048
9.989,11.03300095,10.66973114,6.04E-05,0.048
9.99,11.03300095,10.66949844,6.04E-05,0.048
9.991,11.03300095,10.66942787,6.04E-05,0.048
9.992,11.03300095,10.66951466,6.04E-05,0.048
9.993,11.03300095,10.66975689,6.04E-05,0.048
9.994,11.03300095,10.6701498,6.04E-05,0.048
9.995,11.03300095,10.67068958,6.04E-05,0.048
9.996,11.03300095,10.67137432,6.04E-05,0.048
9.997,11.03300095,10.67219925,6.04E-05,0.048
9.998,11.03300095,10.67316246,6.04E-05,0.048
9.999,11.03300095,10.67425823,6.04E-05,0.048
10,11.03300095,10.67548466,6.04E-05,0.048
10.001,11.03300095,10.67683887,6.04E-05,0.048
10.002,11.03300095,10.67831612,6.04E-05,0.048
10.003,11.03300095,10.67991447,6.04E-05,0.048
10.004,11.03300095,10.68163013,6.04E-05,0.048
10.005,11.03300095,10.68346024,6.04E-05,0.048
10.006,11.03300095,10.68540001,6.04E-05,0.048
10.007,11.03300095,10.6874485,6.04E-05,0.048
10.008,11.03300095,10.68960094,6.04E-05,0.048
10.009,11.03300095,10.69185543,6.04E-05,0.048
10.01,11.03300095,10.69420815,6.04E-05,0.048
10.011,11.03300095,10.69665623,6.04E-05,0.048
10.012,11.03300095,10.69919586,6.04E-05,0.048
10.013,11.03300095,10.7018261,6.04E-05,0.048
