time,distance,kf_distance[0],kf_msd[0].R,sigma_a[0]
3.478,16.06500053,17.47681427,6.04E-05,0.048
3.479,16.06500053,17.47681427,6.04E-05,0.048
3.48,16.06500053,17.45728302,6.04E-05,0.048
3.481,16.06500053,17.43732834,6.04E-05,0.048
3.482,16.06500053,17.4169693,6.04E-05,0.048
3.483,16.06500053,17.39622688,6.04E-05,0.048
3.484,16.06500053,17.37511826,6.04E-05,0.048
3.485,16.06500053,17.3536644,6.04E-05,0.048
3.486,16.06500053,17.33188248,6.04E-05,0.048
3.487,16.06500053,17.30979156,6.04E-05,0.048
3.488,16.06500053,17.28741074,6.04E-05,0.048
3.489,16.06500053,17.26475716,6.04E-05,0.048
3.49,16.06500053,17.24184799,6.04E-05,0.048
3.491,16.06500053,17.21870041,6.04E-05,0.048
3.492,16.06500053,17.19533157,6.04E-05,0.048
3.493,16.06500053,17.17175865,6.04E-05,0.048
3.494,16.06500053,17.12406158,6.04E-05,0.048
3.495,16.06500053,17.12406158,6.04E-05,0.048
3.496,16.06500053,17.09996796,6.04E-05,0.048
3.497,16.06500053,17.07573318,6.04E-05,0.048
3.498,16.06500053,17.05137062,6.04E-05,0.048
3.499,16.06500053,17.02689743,6.04E-05,0.048
3.5,16.06500053,17.00232315,6.04E-05,0.048
3.501,16.06500053,16.97766685,6.04E-05,0.048
3.502,16.06500053,16.95293999,6.04E-05,0.048
3.503,16.06500053,16.9281559,6.04E-05,0.048
3.504,16.06500053,16.87846756,6.04E-05,0.048
3.505,16.06500053,16.87846756,6.04E-05,0.048
3.506,16.06500053,16.85359001,6.04E-05,0.048
3.507,16.06500053,16.82870674,6.04E-05,0.048
3.508,16.06500053,16.7789669,6.04E-05,0.048
3.509,16.06500053,16.7789669,6.04E-05,0.048
3.51,16.06500053,16.75413513,6.04E-05,0.048
3.511,16.06500053,16.72934341,6.04E-05,0.048
3.512,16.06500053,16.70460129,6.04E-05,0.048
3.513,16.06500053,16.6799202,6.04E-05,0.048
3.514,16.06500053,16.65531158,6.04E-05,0.048
3.515,16.06500053,16.6307869,6.04E-05,0.048
3.516,16.06500053,16.60634995,6.04E-05,0.048
3.517,16.06500053,16.58201599,6.04E-05,0.048
3.518,16.06500053,16.55779266,6.04E-05,0.048
3.519,16.06500053,16.53368759,6.04E-05,0.048
3.52,16.06500053,16.5097084,6.04E-05,0.048
3.521,16.06500053,16.48586845,6.04E-05,0.048
3.522,16.06500053,16.46217155,6.04E-05,0.048
3.523,16.06500053,16.43862915,6.04E-05,0.048
3.524,16.06500053,16.41524506,6.04E-05,0.048
3.525,16.06500053,16.39202881,6.04E-05,0.048
3.526,16.06500053,16.36898804,6.04E-05,0.048
3.527,16.06500053,16.34613037,6.04E-05,0.048
3.528,16.06500053,16.32345963,6.04E-05,0.048
3.529,16.06500053,16.30098534,6.04E-05,0.048
3.53,16.06500053,16.27871323,6.04E-05,0.048
3.531,16.06500053,16.25664711,6.04E-05,0.048
3.532,16.06500053,16.21316338,6.04E-05,0.048
3.533,16.06500053,16.1917572,6.04E-05,0.048
3.534,16.06500053,16.1917572,6.04E-05,0.048
3.535,16.06500053,16.170578,6.04E-05,0.048
3.536,16.06500053,16.14963531,6.04E-05,0.048
3.537,16.06500053,16.12893295,6.04E-05,0.048
3.538,15.38500118,16.08397484,6.04E-05,0.048
3.539,15.38500118,16.03971291,6.04E-05,0.048
3.54,15.38500118,15.95327568,6.04E-05,0.048
3.541,15.38500118,15.91110134,6.04E-05,0.048
3.542,15.38500118,15.91110134,6.04E-05,0.048
3.543,15.38500118,15.86962223,6.04E-05,0.048
3.544,15.38500118,15.82883835,6.04E-05,0.048
3.545,15.38500118,15.78874779,6.04E-05,0.048
3.546,15.38500118,15.74934959,6.04E-05,0.048
3.547,15.38500118,15.71064281,6.04E-05,0.048
3.548,15.38500118,15.6726265,6.04E-05,0.048
3.549,15.38500118,15.63529873,6.04E-05,0.048
3.55,15.38500118,15.59865761,6.04E-05,0.048
3.551,15.38500118,15.52742577,6.04E-05,0.048
3.552,15.38500118,15.52742577,6.04E-05,0.048
3.553,15.38500118,15.49283218,6.04E-05,0.048
3.554,15.38500118,15.42567635,6.04E-05,0.048
3.555,15.38500118,15.42567635,6.04E-05,0.048
3.556,15.38500118,15.39310837,6.04E-05,0.048
3.557,15.38500118,15.32998085,6.04E-05,0.048
3.558,15.38500118,15.32998085,6.04E-05,0.048
3.559,15.38500118,15.29941368,6.04E-05,0.048
3.56,15.38500118,15.26950645,6.04E-05,0.048
3.561,15.38500118,15.24025726,6.04E-05,0.048
3.562,15.38500118,15.21166039,6.04E-05,0.048
3.563,15.38500118,15.18371391,6.04E-05,0.048
3.564,15.38500118,15.15641403,6.04E-05,0.048
3.565,15.38500118,15.12975502,6.04E-05,0.048
3.566,15.38500118,15.10373497,6.04E-05,0.048
3.567,15.38500118,15.07834911,6.04E-05,0.048
3.568,15.38500118,15.05359173,6.04E-05,0.048
3.569,15.38500118,15.02946091,6.04E-05,0.048
3.57,15.38500118,15.00594902,6.04E-05,0.048
3.571,15.38500118,14.98305416,6.04E-05,0.048
3.572,15.38500118,14.96077061,6.04E-05,0.048
3.573,15.38500118,14.93909454,6.04E-05,0.048
3.574,15.38500118,14.91801929,6.04E-05,0.048
3.575,15.38500118,14.89754105,6.04E-05,0.048
3.576,15.38500118,14.87765503,6.04E-05,0.048
3.577,15.38500118,14.85835457,6.04E-05,0.048
3.578,15.38500118,14.83963585,6.04E-05,0.048
3.579,15.38500118,14.82149315,6.04E-05,0.048
3.58,15.38500118,14.80392075,6.04E-05,0.048
3.581,15.38500118,14.78691292,6.04E-05,0.048
3.582,15.38500118,14.77046585,6.04E-05,0.048
3.583,15.38500118,14.75457191,6.04E-05,0.048
3.584,15.38500118,14.73922729,6.04E-05,0.048
3.585,15.38500118,14.72442436,6.04E-05,0.048
3.586,15.38500118,14.71015835,6.04E-05,0.048
3.587,15.38500118,14.68321228,6.04E-05,0.048
3.588,15.38500118,14.68321228,6.04E-05,0.048
3.589,15.38500118,14.67052078,6.04E-05,0.048
3.59,15.38500118,14.65834236,6.04E-05,0.048
3.591,15.38500118,14.6466713,6.04E-05,0.048
3.592,15.38500118,14.63549995,6.04E-05,0.048
3.593,15.38500118,14.62482452,6.04E-05,0.048
3.594,15.38500118,14.61463737,6.04E-05,0.048
3.595,15.38500118,14.60493088,6.04E-05,0.048
3.596,15.38500118,14.59570122,6.04E-05,0.048
3.597,15.38500118,14.58694172,6.04E-05,0.048
3.598,13.73600101,14.5192318,6.04E-05,0.048
3.599,13.73600101,14.45306492,6.04E-05,0.048
3.6,13.73600101,14.38842392,6.04E-05,0.048
3.601,13.73600101,14.32529163,6.04E-05,0.048
3.602,13.73600101,14.2034893,6.04E-05,0.048
3.603,13.73600101,14.2034893,6.04E-05,0.048
3.604,13.73600101,14.08752728,6.04E-05,0.048
3.605,13.73600101,14.08752728,6.04E-05,0.048
3.606,13.73600101,14.03169441,6.04E-05,0.048
3.607,13.73600101,13.97727394,6.04E-05,0.048
3.608,13.73600101,13.92424583,6.04E-05,0.048
3.609,13.73600101,13.87259674,6.04E-05,0.048
3.61,13.73600101,13.82230759,6.04E-05,0.048
3.611,13.73600101,13.77336311,6.04E-05,0.048
3.612,13.73600101,13.72574806,6.04E-05,0.048
3.613,13.73600101,13.67944431,6.04E-05,0.048
3.614,13.73600101,13.63443565,6.04E-05,0.048
3.615,13.73600101,13.59070587,6.04E-05,0.048
3.616,13.73600101,13.54823875,6.04E-05,0.048
3.617,13.73600101,13.50701809,6.04E-05,0.048
3.618,13.73600101,13.42824841,6.04E-05,0.048
3.619,13.73600101,13.42824841,6.04E-05,0.048
3.62,13.73600101,13.39066696,6.04E-05,0.048
3.621,13.73600101,13.35426712,6.04E-05,0.048
3.622,13.73600101,13.31903172,6.04E-05,0.048
3.623,13.73600101,13.28494358,6.04E-05,0.048
3.624,13.73600101,13.25198746,6.04E-05,0.048
3.625,13.73600101,13.18940735,6.04E-05,0.048
3.626,13.73600101,13.18940735,6.04E-05,0.048
3.627,13.73600101,13.13116074,6.04E-05,0.048
3.628,13.73600101,13.13116074,6.04E-05,0.048
3.629,13.73600101,13.07712173,6.04E-05,0.048
3.63,13.73600101,13.07712173,6.04E-05,0.048
3.631,13.73600101,13.05163956,6.04E-05,0.048
3.632,13.73600101,13.02716064,6.04E-05,0.048
3.633,13.73600101,13.00367069,6.04E-05,0.048
3.634,13.73600101,12.95959187,6.04E-05,0.048
3.635,13.73600101,12.95959187,6.04E-05,0.048
3.636,13.73600101,12.91927814,6.04E-05,0.048
3.637,13.73600101,12.91927814,6.04E-05,0.048
3.638,13.73600101,12.90049553,6.04E-05,0.048
3.639,13.73600101,12.88260651,6.04E-05,0.048
3.64,13.73600101,12.86559772,6.04E-05,0.048
3.641,13.73600101,12.84945297,6.04E-05,0.048
3.642,13.73600101,12.83415794,6.04E-05,0.048
3.643,13.73600101,12.81969643,6.04E-05,0.048
3.644,13.73600101,12.80605412,6.04E-05,0.048
3.645,13.73600101,12.79321671,6.04E-05,0.048
3.646,13.73600101,12.78116798,6.04E-05,0.048
3.647,13.73600101,12.7698946,6.04E-05,0.048
3.648,13.73600101,12.75938225,6.04E-05,0.048
3.649,13.73600101,12.74961472,6.04E-05,0.048
3.65,13.73600101,12.7405777,6.04E-05,0.048
3.651,13.73600101,12.72463989,6.04E-05,0.048
3.652,13.73600101,12.72463989,6.04E-05,0.048
3.653,13.73600101,12.7114563,6.04E-05,0.048
3.654,13.73600101,12.7114563,6.04E-05,0.048
3.655,13.73600101,12.70586205,6.04E-05,0.048
3.656,13.73600101,12.70091438,6.04E-05,0.048
3.657,10.03000069,12.56307316,6.04E-05,0.048
3.658,10.03000069,12.42828941,6.04E-05,0.048
3.659,10.03000069,12.29652691,6.04E-05,0.048
3.66,10.03000069,12.1677494,6.04E-05,0.048
3.661,10.03000069,12.04192352,6.04E-05,0.048
3.662,10.03000069,11.91901016,6.04E-05,0.048
3.663,10.03000069,11.79897594,6.04E-05,0.048
3.664,10.03000069,11.68178558,6.04E-05,0.048
3.665,10.03000069,11.56740189,6.04E-05,0.048
3.666,10.03000069,11.45579147,6.04E-05,0.048
3.667,10.03000069,11.34691811,6.04E-05,0.048
3.668,10.03000069,11.24074745,6.04E-05,0.048
3.669,10.03000069,11.13724518,6.04E-05,0.048
3.67,10.03000069,11.03637505,6.04E-05,0.048
3.671,10.03000069,10.93810272,6.04E-05,0.048
3.672,10.03000069,10.84239578,6.04E-05,0.048
3.673,10.03000069,10.74921703,6.04E-05,0.048
3.674,10.03000069,10.65853405,6.04E-05,0.048
3.675,10.03000069,10.5703125,6.04E-05,0.048
3.676,10.03000069,10.48451805,6.04E-05,0.048
3.677,10.03000069,10.40111732,6.04E-05,0.048
3.678,10.03000069,10.32007694,6.04E-05,0.048
3.679,10.03000069,10.24136257,6.04E-05,0.048
3.68,10.03000069,10.16494179,6.04E-05,0.048
3.681,10.03000069,10.09078121,6.04E-05,0.048
3.682,10.03000069,9.949108124,6.04E-05,0.048
3.683,10.03000069,9.949108124,6.04E-05,0.048
3.684,10.03000069,9.881529808,6.04E-05,0.048
3.685,10.03000069,9.816081047,6.04E-05,0.048
3.686,10.03000069,9.752729416,6.04E-05,0.048
3.687,10.03000069,9.691441536,6.04E-05,0.048
3.688,10.03000069,9.63218689,6.04E-05,0.048
3.689,10.03000069,9.574932098,6.04E-05,0.048
3.69,10.03000069,9.519646645,6.04E-05,0.048
3.691,10.03000069,9.466299057,6.04E-05,0.048
3.692,10.03000069,9.414857864,6.04E-05,0.048
3.693,10.03000069,9.365290642,6.04E-05,0.048
3.694,10.03000069,9.317568779,6.04E-05,0.048
3.695,10.03000069,9.271660805,6.04E-05,0.048
3.696,10.03000069,9.227535248,6.04E-05,0.048
3.697,10.03000069,9.144511223,6.04E-05,0.048
3.698,10.03000069,9.144511223,6.04E-05,0.048
3.699,10.03000069,9.105553627,6.04E-05,0.048
3.7,10.03000069,9.068258286,6.04E-05,0.048
3.701,10.03000069,9.032596588,6.04E-05,0.048
3.702,10.03000069,8.998538971,6.04E-05,0.048
3.703,10.03000069,8.96605587,6.04E-05,0.048
3.704,10.03000069,8.935119629,6.04E-05,0.048
3.705,10.03000069,8.90569973,6.04E-05,0.048
3.706,10.03000069,8.877768517,6.04E-05,0.048
3.707,10.03000069,8.851297379,6.04E-05,0.048
3.708,10.03000069,8.826259613,6.04E-05,0.048
3.709,10.03000069,8.802625656,6.04E-05,0.048
3.71,10.03000069,8.780368805,6.04E-05,0.048
3.711,10.03000069,8.759461403,6.04E-05,0.048
3.712,10.03000069,8.721588135,6.04E-05,0.048
3.713,10.03000069,8.721588135,6.04E-05,0.048
3.714,10.03000069,8.704566956,6.04E-05,0.048
3.715,10.03000069,8.688788414,6.04E-05,0.048
3.716,10.03000069,8.674226761,6.04E-05,0.048
3.717,7.072000504,8.554278374,6.04E-05,0.048
3.718,7.072000504,8.437440872,6.04E-05,0.048
3.719,7.072000504,8.323670387,6.04E-05,0.048
3.72,7.072000504,8.105158806,6.04E-05,0.048
3.721,7.072000504,8.000330925,6.04E-05,0.048
3.722,7.072000504,7.898399353,6.04E-05,0.048
3.723,7.072000504,7.799321175,6.04E-05,0.048
3.724,7.072000504,7.703053951,6.04E-05,0.048
3.725,7.072000504,7.609556198,6.04E-05,0.048
3.726,7.072000504,7.609556198,6.04E-05,0.048
3.727,7.072000504,7.51878643,6.04E-05,0.048
3.728,7.072000504,7.345267296,6.04E-05,0.048
3.729,7.072000504,7.262435436,6.04E-05,0.048
3.73,7.072000504,7.262435436,6.04E-05,0.048
3.731,7.072000504,7.182168007,6.04E-05,0.048
3.732,7.072000504,7.029166222,6.04E-05,0.048
3.733,7.072000504,7.029166222,6.04E-05,0.048
3.734,7.072000504,6.95635128,6.04E-05,0.048
3.735,7.072000504,6.885941982,6.04E-05,0.048
3.736,7.072000504,6.81789875,6.04E-05,0.048
3.737,7.072000504,6.752182007,6.04E-05,0.048
3.738,7.072000504,6.688753128,6.04E-05,0.048
3.739,7.072000504,6.627574921,6.04E-05,0.048
3.74,7.072000504,6.568608284,6.04E-05,0.048
3.741,7.072000504,6.511815548,6.04E-05,0.048
3.742,7.072000504,6.457159042,6.04E-05,0.048
3.743,7.072000504,6.404602051,6.04E-05,0.048
3.744,7.072000504,6.354106903,6.04E-05,0.048
3.745,7.072000504,6.305636883,6.04E-05,0.048
3.746,7.072000504,6.259156227,6.04E-05,0.048
3.747,7.072000504,6.21462822,6.04E-05,0.048
3.748,7.072000504,6.131287575,6.04E-05,0.048
3.749,7.072000504,6.131287575,6.04E-05,0.048
3.75,7.072000504,6.05533123,6.04E-05,0.048
3.751,7.072000504,6.05533123,6.04E-05,0.048
3.752,7.072000504,6.02003479,6.04E-05,0.048
3.753,7.072000504,5.986480713,6.04E-05,0.048
3.754,7.072000504,5.924462318,6.04E-05,0.048
3.755,7.072000504,5.895931244,6.04E-05,0.048
3.756,7.072000504,5.869007111,6.04E-05,0.048
3.757,7.072000504,5.869007111,6.04E-05,0.048
3.758,7.072000504,5.843657494,6.04E-05,0.048
3.759,7.072000504,5.819849491,6.04E-05,0.048
3.76,7.072000504,5.797551155,6.04E-05,0.048
3.761,7.072000504,5.776730537,6.04E-05,0.048
3.762,7.072000504,5.75735569,6.04E-05,0.048
3.763,7.072000504,5.739395618,6.04E-05,0.048
3.764,7.072000504,5.722818851,6.04E-05,0.048
3.765,7.072000504,5.707594872,6.04E-05,0.048
3.766,7.072000504,5.681083202,6.04E-05,0.048
3.767,7.072000504,5.681083202,6.04E-05,0.048
3.768,7.072000504,5.669735909,6.04E-05,0.048
3.769,7.072000504,5.659621716,6.04E-05,0.048
3.77,7.072000504,5.650710583,6.04E-05,0.048
3.771,7.072000504,5.642974377,6.04E-05,0.048
3.772,7.072000504,5.636384487,6.04E-05,0.048
3.773,7.072000504,5.626530647,6.04E-05,0.048
3.774,7.072000504,5.626530647,6.04E-05,0.048
3.775,7.072000504,5.623210907,6.04E-05,0.048
3.776,7.072000504,5.62092638,6.04E-05,0.048
3.777,5.797000408,5.573711395,6.04E-05,0.048
3.778,5.797000408,5.528316975,6.04E-05,0.048
3.779,5.797000408,5.484709263,6.04E-05,0.048
3.78,5.797000408,5.442853451,6.04E-05,0.048
3.781,5.797000408,5.364266396,6.04E-05,0.048
3.782,5.797000408,5.364266396,6.04E-05,0.048
3.783,5.797000408,5.327468395,6.04E-05,0.048
3.784,5.797000408,5.292291641,6.04E-05,0.048
3.785,5.797000408,5.226670265,6.04E-05,0.048
3.786,5.797000408,5.226670265,6.04E-05,0.048
3.787,5.797000408,5.196162701,6.04E-05,0.048
3.788,5.797000408,5.167149067,6.04E-05,0.048
3.789,5.797000408,5.13959837,6.04E-05,0.048
3.79,5.797000408,5.113480091,6.04E-05,0.048
3.791,5.797000408,5.088763237,6.04E-05,0.048
3.792,5.797000408,5.06541872,6.04E-05,0.048
3.793,5.797000408,5.043416977,6.04E-05,0.048
3.794,5.797000408,5.022728443,6.04E-05,0.048
3.795,5.797000408,5.003324032,6.04E-05,0.048
3.796,5.797000408,4.968251705,6.04E-05,0.048
3.797,5.797000408,4.968251705,6.04E-05,0.048
3.798,5.797000408,4.952528,6.04E-05,0.048
3.799,5.797000408,4.937975407,6.04E-05,0.048
3.8,5.797000408,4.924566746,6.04E-05,0.048
3.801,5.797000408,4.912274837,6.04E-05,0.048
3.802,5.797000408,4.901072979,6.04E-05,0.048
3.803,5.797000408,4.88183403,6.04E-05,0.048
3.804,5.797000408,4.873744488,6.04E-05,0.048
3.805,5.797000408,4.866641045,6.04E-05,0.048
3.806,5.797000408,4.866641045,6.04E-05,0.048
3.807,5.797000408,4.860498428,6.04E-05,0.048
3.808,5.797000408,4.855291367,6.04E-05,0.048
3.809,5.797000408,4.850995541,6.04E-05,0.048
3.81,5.797000408,4.847586632,6.04E-05,0.048
3.811,5.797000408,4.843334675,6.04E-05,0.048
3.812,5.797000408,4.843334675,6.04E-05,0.048
3.813,5.797000408,4.84244442,6.04E-05,0.048
3.814,5.797000408,4.842347145,6.04E-05,0.048
3.815,5.797000408,4.843020439,6.04E-05,0.048
3.816,5.797000408,4.844441414,6.04E-05,0.048
3.817,5.797000408,4.846588135,6.04E-05,0.048
3.818,5.797000408,4.849439144,6.04E-05,0.048
3.819,5.797000408,4.852972507,6.04E-05,0.048
3.82,5.797000408,4.857167244,6.04E-05,0.048
3.821,5.797000408,4.86745739,6.04E-05,0.048
3.822,5.797000408,4.86745739,6.04E-05,0.048
3.823,5.797000408,4.880146503,6.04E-05,0.048
3.824,5.797000408,4.880146503,6.04E-05,0.048
3.825,5.797000408,4.887340546,6.04E-05,0.048
3.826,5.797000408,4.895074844,6.04E-05,0.048
3.827,5.797000408,4.903330326,6.04E-05,0.048
3.828,5.797000408,4.912088871,6.04E-05,0.048
3.829,5.797000408,4.921330929,6.04E-05,0.048
3.83,5.797000408,4.931038857,6.04E-05,0.048
3.831,5.797000408,4.941195011,6.04E-05,0.048
3.832,5.797000408,4.951782227,6.04E-05,0.048
3.833,5.797000408,4.962781429,6.04E-05,0.048
3.834,5.797000408,4.974176884,6.04E-05,0.048
3.835,5.797000408,4.985951424,6.04E-05,0.048
3.836,5.797000408,4.99808836,6.04E-05,0.048
3.837,5.491000175,4.999547005,6.04E-05,0.048
3.838,5.491000175,5.001537323,6.04E-05,0.048
3.839,5.491000175,5.004042149,6.04E-05,0.048
3.84,5.491000175,5.007043839,6.04E-05,0.048
3.841,5.491000175,5.014472008,6.04E-05,0.048
3.842,5.491000175,5.014472008,6.04E-05,0.048
3.843,5.491000175,5.018865108,6.04E-05,0.048
3.844,5.491000175,5.023688793,6.04E-05,0.048
3.845,5.491000175,5.028927803,6.04E-05,0.048
3.846,5.491000175,5.034565926,6.04E-05,0.048
3.847,5.491000175,5.040588379,6.04E-05,0.048
3.848,5.491000175,5.046979904,6.04E-05,0.048
3.849,5.491000175,5.053725719,6.04E-05,0.048
3.85,5.491000175,5.06081152,6.04E-05,0.048
3.851,5.491000175,5.068222523,6.04E-05,0.048
3.852,5.491000175,5.075945377,6.04E-05,0.048
3.853,5.491000175,5.083965302,6.04E-05,0.048
3.854,5.491000175,5.100844383,6.04E-05,0.048
3.855,5.491000175,5.100844383,6.04E-05,0.048
3.856,5.491000175,5.109677315,6.04E-05,0.048
3.857,5.491000175,5.128064632,6.04E-05,0.048
3.858,5.491000175,5.128064632,6.04E-05,0.048
3.859,5.491000175,5.1375947,6.04E-05,0.048
3.86,5.491000175,5.147333145,6.04E-05,0.048
3.861,5.491000175,5.15726757,6.04E-05,0.048
3.862,5.491000175,5.167386532,6.04E-05,0.048
3.863,5.491000175,5.177678585,6.04E-05,0.048
3.864,5.491000175,5.188133717,6.04E-05,0.048
3.865,5.491000175,5.198740005,6.04E-05,0.048
3.866,5.491000175,5.209486485,6.04E-05,0.048
3.867,5.491000175,5.220363617,6.04E-05,0.048
3.868,5.491000175,5.231360912,6.04E-05,0.048
3.869,5.491000175,5.24246788,6.04E-05,0.048
3.87,5.491000175,5.253674984,6.04E-05,0.048
3.871,5.491000175,5.264973164,6.04E-05,0.048
3.872,5.491000175,5.276352882,6.04E-05,0.048
3.873,5.491000175,5.287804604,6.04E-05,0.048
3.874,5.491000175,5.299319744,6.04E-05,0.048
3.875,5.491000175,5.310889721,6.04E-05,0.048
3.876,5.491000175,5.322505474,6.04E-05,0.048
3.877,5.491000175,5.334159374,6.04E-05,0.048
3.878,5.491000175,5.345842838,6.04E-05,0.048
3.879,5.491000175,5.357548237,6.04E-05,0.048
3.88,5.491000175,5.369267941,6.04E-05,0.048
3.881,5.491000175,5.380994797,6.04E-05,0.048
3.882,5.491000175,5.392720699,6.04E-05,0.048
3.883,5.491000175,5.404438972,6.04E-05,0.048
3.884,5.491000175,5.416142464,6.04E-05,0.048
3.885,5.491000175,5.427824974,6.04E-05,0.048
3.886,5.491000175,5.439479351,6.04E-05,0.048
3.887,5.491000175,5.451099873,6.04E-05,0.048
3.888,5.491000175,5.462679863,6.04E-05,0.048
3.889,5.491000175,5.4742136,6.04E-05,0.048
3.89,5.491000175,5.485695362,6.04E-05,0.048
3.891,5.491000175,5.49711895,6.04E-05,0.048
3.892,5.491000175,5.508479595,6.04E-05,0.048
3.893,5.491000175,5.519771576,6.04E-05,0.048
3.894,5.491000175,5.530989647,6.04E-05,0.048
3.895,5.491000175,5.54212904,6.04E-05,0.048
3.896,5.491000175,5.553184986,6.04E-05,0.048
3.897,6.120000362,5.586815834,6.04E-05,0.048
3.898,6.120000362,5.619939804,6.04E-05,0.048
3.899,6.120000362,5.652556896,6.04E-05,0.048
3.9,6.120000362,5.684666634,6.04E-05,0.048
3.901,6.120000362,5.716268539,6.04E-05,0.048
3.902,6.120000362,5.747363567,6.04E-05,0.048
3.903,6.120000362,5.777950764,6.04E-05,0.048
3.904,6.120000362,5.808030605,6.04E-05,0.048
3.905,6.120000362,5.837603569,6.04E-05,0.048
3.906,6.120000362,5.866670132,6.04E-05,0.048
3.907,6.120000362,5.89523077,6.04E-05,0.048
3.908,6.120000362,5.923286438,6.04E-05,0.048
3.909,6.120000362,5.950838089,6.04E-05,0.048
3.91,6.120000362,5.977887154,6.04E-05,0.048
3.911,6.120000362,6.004433632,6.04E-05,0.048
3.912,6.120000362,6.030480385,6.04E-05,0.048
3.913,6.120000362,6.056027889,6.04E-05,0.048
3.914,6.120000362,6.081078053,6.04E-05,0.048
3.915,6.120000362,6.105631828,6.04E-05,0.048
3.916,6.120000362,6.129692078,6.04E-05,0.048
3.917,6.120000362,6.153260231,6.04E-05,0.048
3.918,6.120000362,6.198928356,6.04E-05,0.048
3.919,6.120000362,6.198928356,6.04E-05,0.048
3.92,6.120000362,6.221032619,6.04E-05,0.048
3.921,6.120000362,6.242653847,6.04E-05,0.048
3.922,6.120000362,6.263793945,6.04E-05,0.048
3.923,6.120000362,6.284455299,6.04E-05,0.048
3.924,6.120000362,6.30464077,6.04E-05,0.048
3.925,6.120000362,6.324354172,6.04E-05,0.048
3.926,6.120000362,6.343596458,6.04E-05,0.048
3.927,6.120000362,6.362371922,6.04E-05,0.048
3.928,6.120000362,6.380682945,6.04E-05,0.048
3.929,6.120000362,6.398532867,6.04E-05,0.048
3.93,6.120000362,6.415925026,6.04E-05,0.048
3.931,6.120000362,6.432862759,6.04E-05,0.048
3.932,6.120000362,6.449348927,6.04E-05,0.048
3.933,6.120000362,6.465386868,6.04E-05,0.048
3.934,6.120000362,6.480980873,6.04E-05,0.048
3.935,6.120000362,6.496133327,6.04E-05,0.048
3.936,6.120000362,6.510848999,6.04E-05,0.048
3.937,6.120000362,6.525131226,6.04E-05,0.048
3.938,6.120000362,6.538983345,6.04E-05,0.048
3.939,6.120000362,6.552409172,6.04E-05,0.048
3.94,6.120000362,6.565413475,6.04E-05,0.048
3.941,6.120000362,6.577999115,6.04E-05,0.048
3.942,6.120000362,6.59017086,6.04E-05,0.048
3.943,6.120000362,6.601933002,6.04E-05,0.048
3.944,6.120000362,6.613288879,6.04E-05,0.048
3.945,6.120000362,6.624243259,6.04E-05,0.048
3.946,6.120000362,6.634799957,6.04E-05,0.048
3.947,6.120000362,6.644963264,6.04E-05,0.048
3.948,6.120000362,6.654737473,6.04E-05,0.048
3.949,6.120000362,6.66412735,6.04E-05,0.048
3.95,6.120000362,6.673136711,6.04E-05,0.048
3.951,6.120000362,6.681770325,6.04E-05,0.048
3.952,6.120000362,6.690032482,6.04E-05,0.048
3.953,6.120000362,6.697927475,6.04E-05,0.048
3.954,6.120000362,6.705460548,6.04E-05,0.048
3.955,6.120000362,6.712635517,6.04E-05,0.048
3.956,6.120000362,6.719456673,6.04E-05,0.048
3.957,8.687000275,6.818418503,6.04E-05,0.048
3.958,8.687000275,6.915346622,6.04E-05,0.048
3.959,8.687000275,7.010261536,6.04E-05,0.048
3.96,8.687000275,7.103184223,6.04E-05,0.048
3.961,8.687000275,7.194134235,6.04E-05,0.048
3.962,8.687000275,7.283132076,6.04E-05,0.048
3.963,8.687000275,7.37019825,6.04E-05,0.048
3.964,8.687000275,7.455352783,6.04E-05,0.048
3.965,8.687000275,7.53861618,6.04E-05,0.048
3.966,8.687000275,7.620008469,6.04E-05,0.048
3.967,8.687000275,7.699550152,6.04E-05,0.048
3.968,8.687000275,7.777261734,6.04E-05,0.048
3.969,8.687000275,7.853163242,6.04E-05,0.048
3.97,8.687000275,7.927275181,6.04E-05,0.048
3.971,8.687000275,7.999618053,6.04E-05,0.048
3.972,8.687000275,8.070211411,6.04E-05,0.048
3.973,8.687000275,8.139076233,6.04E-05,0.048
3.974,8.687000275,8.206233025,6.04E-05,0.048
3.975,8.687000275,8.271701813,6.04E-05,0.048
3.976,8.687000275,8.335501671,6.04E-05,0.048
3.977,8.687000275,8.397654533,6.04E-05,0.048
3.978,8.687000275,8.458180428,6.04E-05,0.048
3.979,8.687000275,8.517098427,6.04E-05,0.048
3.98,8.687000275,8.574430466,6.04E-05,0.048
3.981,8.687000275,8.630194664,6.04E-05,0.048
3.982,8.687000275,8.684412003,6.04E-05,0.048
3.983,8.687000275,8.737103462,6.04E-05,0.048
3.984,8.687000275,8.788287163,6.04E-05,0.048
3.985,8.687000275,8.837985039,6.04E-05,0.048
3.986,8.687000275,8.886216164,6.04E-05,0.048
3.987,8.687000275,8.932999611,6.04E-05,0.048
3.988,8.687000275,8.978357315,6.04E-05,0.048
3.989,8.687000275,9.022306442,6.04E-05,0.048
3.99,8.687000275,9.064868927,6.04E-05,0.048
3.991,8.687000275,9.106063843,6.04E-05,0.048
3.992,8.687000275,9.145910263,6.04E-05,0.048
3.993,8.687000275,9.184428215,6.04E-05,0.048
3.994,8.687000275,9.221637726,6.04E-05,0.048
