time,distance,kf_distance[0]
5.174,9.384000778,8.656318665
5.175,9.384000778,8.645971298
5.176,9.384000778,8.636189461
5.177,9.384000778,8.626964569
5.178,9.384000778,8.618285179
5.18,9.384000778,8.602526665
5.181,9.384000778,8.595428467
5.182,9.384000778,8.588838577
5.183,9.384000778,8.582745552
5.184,9.384000778,8.577142715
5.185,9.384000778,8.572018623
5.186,9.384000778,8.567364693
5.188,9.384000778,8.559431076
5.189,9.384000778,8.55613327
5.19,9.384000778,8.553269386
5.191,9.384000778,8.550830841
5.193,9.384000778,8.547193527
5.194,9.384000778,8.545978546
5.195,9.384000778,8.545152664
5.196,9.384000778,8.544709206
5.197,9.384000778,8.544639587
5.199,9.384000778,8.545586586
5.2,9.384000778,8.546587944
5.201,9.384000778,8.547929764
5.203,9.384000778,8.551602364
5.204,9.384000778,8.553918839
5.205,9.384000778,8.55654335
5.206,9.384000778,8.559470177
5.207,9.384000778,8.562690735
5.209,9.384000778,8.569982529
5.21,9.384000778,8.574039459
5.211,9.384000778,8.578360558
5.212,9.384000778,8.582938194
5.213,9.384000778,8.587765694
5.214,9.384000778,8.59283638
5.215,9.384000778,8.598143578
5.216,9.384000778,8.603678703
5.217,9.384000778,8.609436035
5.219,9.384000778,8.621590614
5.22,9.384000778,8.62797451
5.221,8.041000366,8.592733383
5.222,8.041000366,8.558341026
5.224,8.041000366,8.492053986
5.225,8.041000366,8.460136414
5.226,8.041000366,8.429021835
5.227,8.041000366,8.398698807
5.228,8.041000366,8.36915493
5.229,8.041000366,8.340380669
5.23,8.041000366,8.312364578
5.231,8.041000366,8.285095215
5.232,8.041000366,8.258562088
5.234,8.041000366,8.207660675
5.235,8.041000366,8.183272362
5.236,8.041000366,8.15957737
5.237,8.041000366,8.136565208
5.238,8.041000366,8.114226341
5.239,8.041000366,8.092550278
5.24,8.041000366,8.071526527
5.242,8.041000366,8.031394958
5.243,8.041000366,8.012268066
5.244,8.041000366,7.993753433
5.245,8.041000366,7.975841045
5.246,8.041000366,7.958521843
5.247,8.041000366,7.941785812
5.249,8.041000366,7.910025597
5.25,8.041000366,7.894981861
5.251,8.041000366,7.880484104
5.252,8.041000366,7.866522312
5.253,8.041000366,7.853087425
5.255,8.041000366,7.827763081
5.256,8.041000366,7.815855026
5.257,8.041000366,7.804438591
5.258,8.041000366,7.793503761
5.259,8.041000366,7.783043385
5.26,8.041000366,7.773047924
5.261,8.041000366,7.763508797
5.262,8.041000366,7.754418373
5.263,8.041000366,7.74576664
5.265,8.041000366,7.729750156
5.266,8.041000366,7.722368717
5.267,8.041000366,7.71539402
5.268,8.041000366,7.708818436
5.269,8.041000366,7.702633858
5.27,8.041000366,7.696832657
5.271,8.041000366,7.691407204
5.272,8.041000366,7.686348915
5.273,8.041000366,7.681651115
5.274,8.041000366,7.677306175
5.275,8.041000366,7.673306942
5.277,8.041000366,7.666314125
5.278,8.041000366,7.66330719
5.279,8.041000366,7.660615921
5.28,8.041000366,7.658234119
5.281,7.718000412,7.64609623
5.282,7.718000412,7.634412766
5.283,7.718000412,7.623174667
5.285,7.718000412,7.602004528
5.286,7.718000412,7.592056274
5.287,7.718000412,7.582522392
5.288,7.718000412,7.573394775
5.289,7.718000412,7.564666748
5.29,7.718000412,7.556329727
5.291,7.718000412,7.54837656
5.293,7.718000412,7.533593178
5.294,7.718000412,7.526747704
5.295,7.718000412,7.520257473
5.296,7.718000412,7.51411438
5.298,7.718000412,7.50284481
5.299,7.718000412,7.497703552
5.3,7.718000412,7.492881775
5.301,7.718000412,7.488373756
5.302,7.718000412,7.484172821
5.303,7.718000412,7.476664543
5.305,7.718000412,7.473343849
5.306,7.718000412,7.470304489
5.307,7.718000412,7.467539787
5.308,7.718000412,7.465043068
5.31,7.718000412,7.460830688
5.311,7.718000412,7.459102631
5.312,7.718000412,7.457618713
5.313,7.718000412,7.456372738
5.314,7.718000412,7.455359459
5.316,7.718000412,7.454008102
5.317,7.718000412,7.453658581
5.318,7.718000412,7.453518867
5.319,7.718000412,7.453583717
5.321,7.718000412,7.454306602
5.322,7.718000412,7.454953194
5.323,7.718000412,7.455783844
5.324,7.718000412,7.456792831
5.325,7.718000412,7.457975388
5.327,7.718000412,7.460840225
5.328,7.718000412,7.46251297
5.329,7.718000412,7.464339733
5.33,7.718000412,7.466316223
5.331,7.718000412,7.468436718
5.332,7.718000412,7.470697403
5.333,7.718000412,7.47309351
5.334,7.718000412,7.47562027
5.335,7.718000412,7.478274345
5.336,7.718000412,7.481050491
5.337,7.718000412,7.486953259
5.339,7.718000412,7.490071297
5.34,7.718000412,7.49329567
5.341,9.044000626,7.537912369
5.342,9.044000626,7.581976891
5.343,9.044000626,7.625489235
5.345,9.044000626,7.710865974
5.346,9.044000626,7.752733231
5.347,9.044000626,7.794054031
5.348,9.044000626,7.834831238
5.349,9.044000626,7.875065804
5.351,9.044000626,7.953915119
5.352,9.044000626,7.992533207
5.353,9.044000626,8.030615807
5.354,9.044000626,8.068164825
5.355,9.044000626,8.105182648
5.356,9.044000626,8.141672134
5.357,9.044000626,8.177633286
5.359,9.044000626,8.247982979
5.36,9.044000626,8.282376289
5.361,9.044000626,8.316250801
5.362,9.044000626,8.349609375
5.363,9.044000626,8.382454872
5.364,9.044000626,8.4147892
5.365,9.044000626,8.446614265
5.367,9.044000626,8.508750916
5.368,9.044000626,8.539066315
5.369,9.044000626,8.568882942
5.37,9.044000626,8.598205566
5.371,9.044000626,8.627035141
5.372,9.044000626,8.655374527
5.374,9.044000626,8.710596085
5.375,9.044000626,8.737483025
5.376,9.044000626,8.763893127
5.377,9.044000626,8.789827347
5.378,9.044000626,8.815290451
5.379,9.044000626,8.840284348
5.38,9.044000626,8.864811897
5.382,9.044000626,8.912483215
5.383,9.044000626,8.935632706
5.384,9.044000626,8.958330154
5.385,9.044000626,8.980577469
5.386,9.044000626,9.002378464
5.387,9.044000626,9.023736
5.388,9.044000626,9.044654846
5.389,9.044000626,9.065137863
5.391,9.044000626,9.104808807
5.392,9.044000626,9.12400341
5.393,9.044000626,9.142776489
5.394,9.044000626,9.161130905
5.395,9.044000626,9.179070473
5.397,9.044000626,9.213719368
5.398,9.044000626,9.230435371
5.399,9.044000626,9.246750832
5.401,9.027000427,9.277666092
5.402,9.027000427,9.292281151
5.403,9.027000427,9.306519508
5.404,9.027000427,9.320383072
5.405,9.027000427,9.333877563
5.406,9.027000427,9.347005844
5.408,9.027000427,9.372177124
5.409,9.027000427,9.384228706
5.41,9.027000427,9.395928383
5.411,9.027000427,9.407279968
5.412,9.027000427,9.418289185
5.414,9.027000427,9.439289093
5.415,9.027000427,9.449289322
5.416,9.027000427,9.458959579
5.417,9.027000427,9.468306541
5.419,9.027000427,9.486039162
5.42,9.027000427,9.494433403
5.421,9.027000427,9.502518654
5.422,9.027000427,9.510297775
5.423,9.027000427,9.517774582
5.425,9.027000427,9.531838417
5.426,9.027000427,9.538432121
5.427,9.027000427,9.544739723
5.428,9.027000427,9.550765038
5.429,9.027000427,9.556510925
5.43,9.027000427,9.561981201
5.431,9.027000427,9.56717968
5.433,9.027000427,9.576779366
5.434,9.027000427,9.581186295
5.435,9.027000427,9.585337639
5.436,9.027000427,9.589236259
5.437,9.027000427,9.592886925
