time,distance,kf_distance[0],kf_distance[1],kf_distance[2],kf_distance[3],kf_distance[4],kf_distance[5],
0,17.986000061035156,17.887542724609375,17.977283477783203,17.984037399291992,17.611909866333008,17.952693939208984,17.979440689086914,
0.002,17.986000061035156,17.88747787475586,17.977130889892578,17.984127044677734,17.611873626708984,17.952594757080078,17.97940444946289,
0.002,17.986000061035156,17.88747787475586,17.977130889892578,17.984127044677734,17.611873626708984,17.952594757080078,17.97940444946289,
0.003,17.986000061035156,17.887414932250977,17.97698402404785,17.984210968017578,17.611839294433594,17.952497482299805,17.979373931884766,
0.003,17.986000061035156,17.887414932250977,17.97698402404785,17.984210968017578,17.611839294433594,17.952497482299805,17.979373931884766,
0.004,17.986000061035156,17.887351989746094,17.97684097290039,17.984289169311523,17.611804962158203,17.95240020751953,17.979351043701172,
0.005,17.986000061035156,17.887287139892578,17.976703643798828,17.984363555908203,17.611770629882812,17.95230484008789,17.979331970214844,
0.006,18.003000259399414,17.887405395507812,17.977134704589844,17.986167907714844,17.611827850341797,17.9525089263916,17.98025131225586,
0.007,18.003000259399414,17.887523651123047,17.977561950683594,17.987873077392578,17.611886978149414,17.95271110534668,17.98114776611328,
0.008,18.003000259399414,17.887638092041016,17.977985382080078,17.989484786987305,17.6119441986084,17.952911376953125,17.98202133178711,
0.009,18.003000259399414,17.887754440307617,17.97840118408203,17.990999221801758,17.612003326416016,17.953109741210938,17.98287582397461,
0.01,18.003000259399414,17.88787078857422,17.978809356689453,17.992420196533203,17.612060546875,17.95330810546875,17.983707427978516,
0.011,18.003000259399414,17.887985229492188,17.979215621948242,17.99374771118164,17.612117767333984,17.953502655029297,17.984519958496094,
0.012,18.003000259399414,17.888099670410156,17.9796142578125,17.994983673095703,17.61217498779297,17.953697204589844,17.985309600830078,
0.013,18.003000259399414,17.888212203979492,17.98000717163086,17.996135711669922,17.612232208251953,17.953887939453125,17.98607635498047,
0.014,18.003000259399414,17.888324737548828,17.98039436340332,17.998184204101562,17.612346649169922,17.954269409179688,17.987548828125,
0.015,18.003000259399414,17.888437271118164,17.98077392578125,17.998184204101562,17.612346649169922,17.954269409179688,17.987548828125,
0.016,18.003000259399414,17.8885498046875,17.981149673461914,17.999086380004883,17.612403869628906,17.954456329345703,17.988250732421875,
0.017,18.003000259399414,17.888660430908203,17.981517791748047,17.999914169311523,17.61246109008789,17.95464324951172,17.98893165588379,
0.018,18.003000259399414,17.888771057128906,17.981882095336914,18.000667572021484,17.612518310546875,17.95482635498047,17.989591598510742,
0.019,18.003000259399414,17.88888168334961,17.98223876953125,18.001354217529297,17.612573623657227,17.95500946044922,17.990230560302734,
0.02,18.003000259399414,17.88899040222168,17.982589721679688,18.001972198486328,17.61263084411621,17.95519256591797,17.990848541259766,
0.021,18.003000259399414,17.88909912109375,17.982934951782227,18.00252914428711,17.612686157226562,17.955371856689453,17.991445541381836,
0.022,18.003000259399414,17.889205932617188,17.983274459838867,18.00302505493164,17.612741470336914,17.955549240112305,17.992023468017578,
0.023,18.003000259399414,17.889314651489258,17.98360824584961,18.003467559814453,17.612796783447266,17.955726623535156,17.992578506469727,
0.024,18.003000259399414,17.889421463012695,17.98393440246582,18.00385284423828,17.61285400390625,17.955900192260742,17.993114471435547,
0.025,18.003000259399414,17.8895263671875,17.984256744384766,18.004192352294922,17.61290740966797,17.956073760986328,17.993629455566406,
0.026,18.003000259399414,17.889633178710938,17.98457145690918,18.004484176635742,17.612964630126953,17.95624542236328,17.99412727355957,
0.027,18.003000259399414,17.889738082885742,17.984880447387695,18.00473403930664,17.613018035888672,17.9564151763916,17.994604110717773,
0.028,18.003000259399414,17.889842987060547,17.985183715820312,18.004940032958984,17.613073348999023,17.95658302307129,17.99506187438965,
0.029,18.003000259399414,17.88994598388672,17.98548126220703,18.005111694335938,17.613128662109375,17.956748962402344,17.995502471923828,
0.03,18.003000259399414,17.890050888061523,17.98577308654785,18.0052490234375,17.613183975219727,17.956912994384766,17.99592399597168,
0.031,18.003000259399414,17.890151977539062,17.986059188842773,18.005353927612305,17.613237380981445,17.957077026367188,17.996328353881836,
0.032,18.003000259399414,17.890254974365234,17.986339569091797,18.005430221557617,17.613292694091797,17.957239151000977,17.996715545654297,
0.033,18.003000259399414,17.890356063842773,17.986614227294922,18.00547981262207,17.613346099853516,17.957399368286133,17.99708366394043,
0.034,18.003000259399414,17.890457153320312,17.986881256103516,18.005504608154297,17.613399505615234,17.957557678222656,17.9974365234375,
0.035,18.003000259399414,17.89055633544922,17.987144470214844,18.005508422851562,17.613452911376953,17.957714080810547,17.997772216796875,
0.036,18.003000259399414,17.890657424926758,17.987403869628906,18.0054931640625,17.613508224487305,17.957870483398438,17.998092651367188,
0.037,18.003000259399414,17.890756607055664,17.987655639648438,18.00545883178711,17.613561630249023,17.958023071289062,17.998395919799805,
0.038,18.003000259399414,17.89085578918457,17.987899780273438,18.00541114807129,17.613615036010742,17.958175659179688,17.99868392944336,
0.039,18.003000259399414,17.890953063964844,17.988140106201172,18.005348205566406,17.613666534423828,17.958324432373047,17.998958587646484,
0.04,18.003000259399414,17.891050338745117,17.98837661743164,18.00527572631836,17.613719940185547,17.958473205566406,17.999217987060547,
0.041,18.003000259399414,17.89114761352539,17.988605499267578,18.005191802978516,17.613773345947266,17.958621978759766,17.999462127685547,
0.042,18.003000259399414,17.89124298095703,17.98883056640625,18.005096435546875,17.613826751708984,17.95876693725586,17.99969482421875,
0.043,18.003000259399414,17.891338348388672,17.989049911499023,18.00499725341797,17.61387825012207,17.958911895751953,17.99991226196289,
0.044,18.003000259399414,17.891433715820312,17.98926544189453,18.00489044189453,17.61393165588379,17.959054946899414,18.000118255615234,
0.045,18.003000259399414,17.891529083251953,17.989473342895508,18.004777908325195,17.613983154296875,17.959196090698242,18.00031280517578,
0.046,18.003000259399414,17.89162254333496,17.98967742919922,18.004661560058594,17.61403465270996,17.959335327148438,18.000492095947266,
0.047,18.003000259399414,17.89171600341797,17.98987579345703,18.00454330444336,17.614086151123047,17.959474563598633,18.00066375732422,
0.048,18.003000259399414,17.891809463500977,17.990070343017578,18.004423141479492,17.614139556884766,17.959609985351562,18.00082015991211,
0.049,18.003000259399414,17.891902923583984,17.990257263183594,18.004302978515625,17.61419105529785,17.959745407104492,18.000967025756836,
0.05,18.003000259399414,17.89199447631836,17.990442276000977,18.004180908203125,17.614242553710938,17.959877014160156,18.001102447509766,
0.051,18.003000259399414,17.892086029052734,17.990619659423828,18.004058837890625,17.61429214477539,17.960010528564453,18.00122833251953,
