time,distance,kf_distance[0],kf_distance[1],kf_distance[2],kf_distance[3],kf_distance[4],kf_distance[5],
109.618,17.986000061035156,17.58061981201172,17.82128143310547,18.011184692382812,17.321727752685547,17.722944259643555,17.904247283935547,
109.619,17.986000061035156,17.58400535583496,17.828842163085938,18.018293380737305,17.32308578491211,17.727802276611328,17.913558959960938,
109.62,17.986000061035156,17.587373733520508,17.836233139038086,18.024494171142578,17.324440002441406,17.73261260986328,17.922470092773438,
109.621,17.986000061035156,17.59072494506836,17.84345817565918,18.029850006103516,17.325794219970703,17.737369537353516,17.930984497070312,
109.622,17.986000061035156,17.594057083129883,17.85051727294922,18.034414291381836,17.327144622802734,17.742080688476562,17.939111709594727,
109.623,17.986000061035156,17.597370147705078,17.857412338256836,18.038244247436523,17.328493118286133,17.74673843383789,17.946863174438477,
109.624,17.986000061035156,17.600666046142578,17.864145278930664,18.041393280029297,17.3298397064209,17.7513484954834,17.954246520996094,
109.625,17.986000061035156,17.60394287109375,17.870718002319336,18.043912887573242,17.33118438720703,17.755908966064453,17.961267471313477,
109.626,17.986000061035156,17.607202529907227,17.87713050842285,18.045854568481445,17.3325252532959,17.760417938232422,17.967939376831055,
109.627,17.986000061035156,17.610443115234375,17.883386611938477,18.047266006469727,17.333864212036133,17.764881134033203,17.97426986694336,
109.628,17.986000061035156,17.613666534423828,17.889484405517578,18.048194885253906,17.335201263427734,17.769290924072266,17.980266571044922,
109.629,17.986000061035156,17.616870880126953,17.895431518554688,18.048681259155273,17.33653450012207,17.77365493774414,17.985939025878906,
109.63,17.986000061035156,17.620058059692383,17.90122413635254,18.04877281188965,17.337867736816406,17.777969360351562,17.991294860839844,
109.631,17.986000061035156,17.623226165771484,17.9068660736084,18.048505783081055,17.339195251464844,17.78223419189453,17.99634552001953,
109.632,17.986000061035156,17.62637710571289,17.91236114501953,18.04791831970215,17.34052276611328,17.78645133972168,18.001100540161133,
109.633,17.986000061035156,17.62950897216797,17.917707443237305,18.047048568725586,17.341846466064453,17.790620803833008,18.005565643310547,
109.634,17.986000061035156,17.63262176513672,17.922908782958984,18.045927047729492,17.343170166015625,17.794742584228516,18.009754180908203,
109.635,17.986000061035156,17.635719299316406,17.927968978881836,18.044588088989258,17.34449005126953,17.798816680908203,18.013668060302734,
109.636,17.986000061035156,17.638795852661133,17.932886123657227,18.043060302734375,17.345806121826172,17.802841186523438,18.017322540283203,
109.637,17.986000061035156,17.641857147216797,17.937664031982422,18.041370391845703,17.347122192382812,17.806819915771484,18.02072525024414,
109.638,17.986000061035156,17.6448974609375,17.942306518554688,18.03954315185547,17.348434448242188,17.81075096130371,18.023881912231445,
109.639,17.986000061035156,17.64792251586914,17.94681167602539,18.037607192993164,17.349742889404297,17.81463623046875,18.02680206298828,
109.64,17.986000061035156,17.65092658996582,17.951183319091797,18.035579681396484,17.351049423217773,17.81847381591797,18.029495239257812,
109.641,17.986000061035156,17.653915405273438,17.955425262451172,18.033483505249023,17.352354049682617,17.822263717651367,18.031970977783203,
109.642,17.986000061035156,17.656883239746094,17.959537506103516,18.031333923339844,17.353656768798828,17.82600975036621,18.03423309326172,
109.643,17.986000061035156,17.659835815429688,17.963520050048828,18.029151916503906,17.354957580566406,17.829708099365234,18.036293029785156,
109.644,17.986000061035156,17.662769317626953,17.96738052368164,18.02695083618164,17.35625457763672,17.83336067199707,18.038158416748047,
109.645,17.986000061035156,17.66568374633789,17.971115112304688,18.02474594116211,17.357547760009766,17.83696746826172,18.039836883544922,
109.646,17.986000061035156,17.668582916259766,17.974727630615234,18.02254867553711,17.358840942382812,17.840530395507812,18.04133415222168,
109.647,17.986000061035156,17.67146110534668,17.978221893310547,18.020370483398438,17.360130310058594,17.84404754638672,18.042659759521484,
109.648,17.986000061035156,17.67432403564453,17.981597900390625,18.018220901489258,17.36141586303711,17.847518920898438,18.043821334838867,
109.649,17.986000061035156,17.677167892456055,17.984859466552734,18.016109466552734,17.362701416015625,17.8509464263916,18.04482650756836,
109.65,17.986000061035156,17.679994583129883,17.988008499145508,18.014041900634766,17.363983154296875,17.854328155517578,18.045679092407227,
109.651,17.986000061035156,17.682804107666016,17.991044998168945,18.012027740478516,17.365262985229492,17.857667922973633,18.046390533447266,
109.652,17.986000061035156,17.68559455871582,17.993972778320312,18.01007080078125,17.366539001464844,17.8609619140625,18.04696273803711,
109.653,17.986000061035156,17.68836784362793,17.99679183959961,18.0081787109375,17.367813110351562,17.864213943481445,18.047405242919922,
109.654,17.986000061035156,17.691123962402344,17.99950408935547,18.006351470947266,17.36908531188965,17.867420196533203,18.047725677490234,
109.655,17.986000061035156,17.69386100769043,18.00211524963379,18.004594802856445,17.37035369873047,17.870586395263672,18.047927856445312,
109.656,17.986000061035156,17.69658088684082,18.004623413085938,18.002910614013672,17.371620178222656,17.873706817626953,18.048017501831055,
109.657,17.986000061035156,17.699283599853516,18.007034301757812,18.001300811767578,17.37288475036621,17.876785278320312,18.048002243041992,
109.658,17.986000061035156,17.701969146728516,18.00934600830078,17.999765396118164,17.3741455078125,17.879823684692383,18.047887802124023,
109.659,17.986000061035156,17.704635620117188,18.011560440063477,17.998306274414062,17.375404357910156,17.8828182220459,18.047679901123047,
109.66,17.986000061035156,17.707286834716797,18.013683319091797,17.996925354003906,17.376659393310547,17.885770797729492,18.047382354736328,
109.661,17.017000198364258,17.699634552001953,17.983360290527344,17.896907806396484,17.372617721557617,17.871646881103516,17.994028091430664,
109.662,17.017000198364258,17.692018508911133,17.95349884033203,17.802261352539062,17.368587493896484,17.85763168334961,17.94208335876465,
109.663,17.017000198364258,17.68444061279297,17.924095153808594,17.712953567504883,17.364566802978516,17.843725204467773,17.891551971435547,
109.664,17.017000198364258,17.676902770996094,17.895156860351562,17.62893295288086,17.360559463500977,17.829931259155273,17.842435836791992,
109.665,17.017000198364258,17.66939926147461,17.866680145263672,17.55011749267578,17.356563568115234,17.816246032714844,17.794729232788086,
109.666,17.017000198364258,17.66193389892578,17.838666915893555,17.476409912109375,17.352581024169922,17.80267333984375,17.748432159423828,
109.667,17.017000198364258,17.65450668334961,17.811119079589844,17.40769386291504,17.348609924316406,17.78921127319336,17.703536987304688,
109.668,17.017000198364258,17.647117614746094,17.784034729003906,17.343835830688477,17.344650268554688,17.775859832763672,17.660036087036133,
109.669,17.017000198364258,17.639766693115234,17.757415771484375,17.28468894958496,17.340702056884766,17.762619018554688,17.617919921875,
109.67,17.017000198364258,17.6324520111084,17.73126220703125,17.230098724365234,17.33676528930664,17.74949073791504,17.577178955078125,
109.671,17.017000198364258,17.62517547607422,17.705570220947266,17.179901123046875,17.332841873168945,17.736473083496094,17.537797927856445,
109.672,17.017000198364258,17.617935180664062,17.680339813232422,17.133920669555664,17.328929901123047,17.723567962646484,17.499767303466797,
109.673,17.017000198364258,17.610734939575195,17.65557098388672,17.09197998046875,17.325031280517578,17.710773468017578,17.46306610107422,
109.674,17.017000198364258,17.60357093811035,17.631263732910156,17.053897857666016,17.321142196655273,17.698091506958008,17.427682876586914,
109.675,17.017000198364258,17.596446990966797,17.60741424560547,17.019487380981445,17.317264556884766,17.68552017211914,17.393598556518555,
109.676,17.017000198364258,17.589359283447266,17.584020614624023,16.98856544494629,17.313400268554688,17.67306137084961,17.360794067382812,
109.677,17.017000198364258,17.58230972290039,17.56108283996582,16.96094512939453,17.309547424316406,17.660715103149414,17.32925033569336,
109.678,17.017000198364258,17.57529640197754,17.538597106933594,16.93644142150879,17.305706024169922,17.648479461669922,17.298946380615234,
109.679,17.017000198364258,17.568321228027344,17.51656150817871,16.91486930847168,17.301877975463867,17.636354446411133,17.269859313964844,
109.68,17.017000198364258,17.561386108398438,17.494972229003906,16.89604949951172,17.29806137084961,17.62434196472168,17.241971969604492,
109.681,17.017000198364258,17.554487228393555,17.473831176757812,16.879806518554688,17.29425621032715,17.612442016601562,17.21525764465332,
109.682,17.017000198364258,17.547626495361328,17.453128814697266,16.865962982177734,17.290462493896484,17.600650787353516,17.189695358276367,
109.683,17.017000198364258,17.540802001953125,17.4328670501709,16.854351043701172,17.286680221557617,17.588973999023438,17.165260314941406,
109.684,17.017000198364258,17.53401756286621,17.413042068481445,16.84480857849121,17.282909393310547,17.57740592956543,17.14192771911621,
109.685,17.017000198364258,17.52726936340332,17.393648147583008,16.837177276611328,17.279151916503906,17.565948486328125,17.119674682617188,
109.686,17.017000198364258,17.520559310913086,17.374683380126953,16.831302642822266,17.275405883789062,17.554603576660156,17.09847640991211,
109.687,17.017000198364258,17.513887405395508,17.35614585876465,16.827037811279297,17.271671295166016,17.54336929321289,17.07830810546875,
109.688,17.017000198364258,17.507251739501953,17.338029861450195,16.824243545532227,17.267948150634766,17.532243728637695,17.05914306640625,
109.689,17.017000198364258,17.500656127929688,17.320331573486328,16.822784423828125,17.264236450195312,17.521230697631836,17.040958404541016,
