time,distance,kf_distance[0],kf_distance[1],kf_distance[2],kf_distance[3],kf_distance[4],kf_distance[5],
0,17.986000061035156,17.693336486816406,17.740217208862305,17.948673248291016,17.606067657470703,17.60500144958496,17.859689712524414,
0.001,17.986000061035156,17.694656372070312,17.74989128112793,17.96173095703125,17.606395721435547,17.60935401916504,17.8707275390625,
0.001,17.986000061035156,17.694656372070312,17.74989128112793,17.96173095703125,17.606395721435547,17.60935401916504,17.8707275390625,
0.002,17.986000061035156,17.695974349975586,17.75937271118164,17.973587036132812,17.606725692749023,17.61368751525879,17.881338119506836,
0.003,17.986000061035156,17.69729232788086,17.768665313720703,17.984302520751953,17.6070556640625,17.617998123168945,17.891525268554688,
0.004,17.986000061035156,17.698610305786133,17.777767181396484,17.993932723999023,17.60738754272461,17.622289657592773,17.90129852294922,
0.005,17.986000061035156,17.699928283691406,17.78668212890625,18.00253677368164,17.60771942138672,17.62656021118164,17.91066551208496,
0.006,17.986000061035156,17.70124626159668,17.795408248901367,18.010169982910156,17.608055114746094,17.630807876586914,17.919631958007812,
0.007,17.986000061035156,17.70256233215332,17.8039493560791,18.016891479492188,17.60839080810547,17.635034561157227,17.92820930480957,
0.008,17.986000061035156,17.70387840270996,17.812305450439453,18.022756576538086,17.608726501464844,17.639240264892578,17.936403274536133,
0.009,17.986000061035156,17.7051944732666,17.820478439331055,18.027820587158203,17.609066009521484,17.643423080444336,17.944223403930664,
0.01,17.986000061035156,17.70650863647461,17.82847023010254,18.032136917114258,17.609405517578125,17.6475830078125,17.951677322387695,
0.011,17.986000061035156,17.70782470703125,17.836280822753906,18.03575897216797,17.609745025634766,17.65172004699707,17.958772659301758,
0.012,17.986000061035156,17.709136962890625,17.843914031982422,18.03873634338379,17.610088348388672,17.655832290649414,17.96552085876465,
0.013,17.986000061035156,17.710451126098633,17.851369857788086,18.041118621826172,17.610431671142578,17.659923553466797,17.971927642822266,
0.014,17.986000061035156,17.711761474609375,17.85865020751953,18.04295539855957,17.610774993896484,17.663990020751953,17.978004455566406,
0.015,17.986000061035156,17.71307373046875,17.865758895874023,18.04429054260254,17.611120223999023,17.668033599853516,17.98375701904297,
0.016,17.986000061035156,17.71438217163086,17.87269401550293,18.045167922973633,17.611467361450195,17.67205238342285,17.98919677734375,
0.017,17.986000061035156,17.71569061279297,17.879459381103516,18.045631408691406,17.611814498901367,17.676048278808594,17.99433135986328,
0.018,17.986000061035156,17.716999053955078,17.886056900024414,18.04571533203125,17.612163543701172,17.68001937866211,17.999170303344727,
0.019,17.986000061035156,17.718305587768555,17.892488479614258,18.04546356201172,17.61251449584961,17.683963775634766,18.003721237182617,
0.02,17.986000061035156,17.7196102142334,17.89875602722168,18.044910430908203,17.612865447998047,17.687885284423828,18.007993698120117,
0.021,17.986000061035156,17.72091293334961,17.90485954284668,18.044086456298828,17.613218307495117,17.691781997680664,18.011995315551758,
